Infinity at Brickell,2005,
Victory Garden Block C,2001,
Aiqun Huijing Wan Tower A,2008,
Aiqun Huijing Wan Tower B,2008,
RCBC Plaza Yuchengco Tower,1998,"75,900"
Fortune Center,2008,
Yunchen Centre,2013,
Krungsri Ploenchit Tower,2015,"54,528"
The Landmark,2015,
Shimao Riviera Garden 7,,
Shimao Riviera Garden 8,,
The Ritz Kemang Village,,
The Address Dubai Mall,2006,"132,000"
101 Park Avenue,1979,"111,524"
Pangu Plaza Building A,2006,"139,000"
39 Conduit Road,2003,"18,266"
Wanda East Port Tower 5,2009,
Fortune Way,2012,
??rion Business & Health Complex,2013,
The Drever,,"130,063"
888 7th Avenue,,"81,160"
Banyan Garden 2,2001,
Banyan Garden 6,2001,
Banyan Garden 7,2001,
Kaisa Center Tower B,2010,
Kaisa Center Tower C,2010,
"Tower Palace Two, Tower E",2000,
"Tower Palace Two, Tower F",2000,
Duja Tower,2009,"110,380"
Metropolitan Heights Tower 1,2008,
Tomihisa Cross Comfort Tower,2012,"138,595"
Continental,2005,
ANZ Tower,2010,"55,000"
Huaxia Financial Square Tower A,1995,"40,083"
Huaxia Financial Square Tower B,2002,"48,537"
Ruby Mills Tower,2007,
Logan International Headquarters Tower 2,2014,
Oasia Hotel Downtown,2012,"19,416"
Huayuan Center Tower 1A,2011,
Majestic Tower,2005,
Qatar International Islamic Bank Headquarters Tower,2012,"39,633"
Hastin Avenue T1-2,2015,"48,888"
Hastin Avenue T1-3,2015,"49,383"
Anchor Skysuites,2011,"79,167"
1345 Avenue of the Americas,,
Citigroup Center,,"83,053"
Miami Tower,1980,
Waldorf Astoria New York,1930,
Acty Shiodome,2000,"100,755"
Linping Xizi International Research Tower,2012,
Avalon Willoughby Square,2013,"79,000"
Yantai Shimao No. 2,2008,
Cheongna Posco The Lake Park 2801,2010,
Tricolour 2,2010,
Turning Torso,2001,"31,840"
Orchid Woods 1,2007,
Orchid Woods 2,2007,
Orchid Woods 3,2007,
Baia de Praia Grande,2006,
City Tower Kobe Sannomiya,2010,"73,500"
City Tower Musashikosugi,2012,
Cyber World Tower 1,2006,
Viridian at Greenhills,2012,
The Signature,2010,
Abbco Tower,2005,"32,388"
Executive Towers Building B,2005,
Tour de la Bourse,1962,"95,025"
Horizon Tower,2004,
Platinum Tower,2007,
Songdo Posco Centroad Tower 1,2008,
Dubai Jewel Tower,2006,
Hyatt Regency Bocagrande,,
Shinjuku I-Land Tower,,"216,160"
Pujiang International Finance Plaza,2010,
Lujiazui Century Tower 1,2008,"128,580"
One Pacific Place,2005,
Wanxiang City Tower 3,2012,
353 North Clark,2006,"133,780"
Huayuan Center Tower 6,2012,
Trump Palace,,
One Kansas City Place,1985,
Agile Corporation Headquarters Tower,,"115,932"
Daeseong D-Cube City Headquarters,2007,
Collins House,2017,
Osaka Hibikino Machi - The Sanctus Tower,2012,
Trump International Hotel & Tower 1,2005,"185,805"
Cheongna Exllu Tower A,2008,
Cheongna Exllu Tower B,2008,
Jiayu Building,,"189,000"
Baidu Headquarters East Tower,2013,"75,994"
One Madison Park,2006,"16,763"
United Tower,2011,"60,292"
Cheongna Daewoo Prugio Tower 1,2009,
The Merton 2,1998,
Centum Star C,2004,
Olympic Tower,1974,
Toshima Ecomusee Town,2012,"44,960"
Wenzhou Zhixin Plaza Residential Tower,2008,
Park Place,,
611 Place,,"77,300"
Cathay Pacific Plaza 1,2009,
Cathay Pacific Plaza 2,2009,
Essex on the Park,2017,
The Centrium,1999,
Abdul Aziz Al Babtain Cultural WAQF,2005,"64,000"
Watermark Chaophraya Tower A,2004,
The Bangkok Sathorn,2014,"78,556"
Hastin Avenue T1-1,2015,"47,775"
Varyap Meridian A Block,2009,
Noble House,2013,
Neo Sky Dome Tower B,,
425 5th Avenue,2001,"27,291"
Vysotsky Business Center,2005,"108,470"
EY Tower,2014,
Wuhan Starry Winking Residential Tower 4,,
Wuhan Starry Winking Residential Tower 8,,
Metro Town Tower 3,,
Metro Town Tower 5,,
Zire Wongamat Tower A,2011,
Exchange Square #1,1982,
Exchange Square #2,1982,
The Issara,2009,
Amman Rotana Hotel,2010,
Sofitel Hotel - Collins Place,1978,
Central Park Residences Tower 1,2007,
Central Park Residences Tower 2,2007,
Central Park Residences Tower 3,2007,
Chengdu International Finance Square Tower 3,2010,
AMP Centre,,
ANZ Tower - Collins Place,1973,"193,000"
Empire Place,2005,
Place Ville Marie,1958,"95,922"
Raffles City Changning 1,,
1144 Fifteenth,2015,"59,458"
Zhe Jiang Fortune Financial Center - Tower 2,2007,
Hilton Surfers Hotel & Residences Orchid Tower,2007,
Residence 8 @ Senopati Tower A,2009,
Residence 8 @ Senopati Tower B,2009,
Moi Center Tower B,2008,
Solo District - Altus,2013,
Trump International Hotel & Tower Vancouver,2012,
Gold Peak Centre B,2011,
3 Financial Town T2,2011,"74,621"
Vanke Jinyu Central Tower 2,2012,
New York Life Building,1926,
Marina Blue,2004,"126,812"
The Epic,2005,"53,326"
Tower 49??,,
Northeast Media Culture Plaza,,
Lumpini Sukhumvit 24,2014,
Abode318,2011,"45,000"
9 Queen's Road Central,1989,"40,205"
One Indiabulls Vista Blu,2013,
835 Sixth Avenue,2007,"58,207"
Wynn Las Vegas,2002,
Warsaw Trade Tower,1997,"71,567"
Capital Gate Place,2012,
United Center,,
Azrieli Center Circular Tower,1996,"76,000"
Park Terraces Tower 1,2010,
Park Terraces Tower 2,2013,
Al Jawhara Tower,2008,"49,469"
St. Regis Hotel & Residences Bangkok,2007,
Menara Bangkok Bank @ Berjaya Central,2009,
Sidra Tower,2007,"88,775"
Al Sahab Tower I,2004,
Landmark East Tower 1,2006,
Landmark East Tower 2,2006,
Atago Green Hills Mori Tower,,"86,638"
Standard Chartered Bank,1987,"36,400"
Umeda Hankyu Building,2007,"102,000"
Jumeirah Lake Terrace,2004,
Abdulrahim Place,,
The Pakubuwono Spring Cherrywood,2014,
OneEleven,2013,"87,329"
555Ten,2014,"67,355"
Festival City III Tower 5,2009,
The Politan Rive,2016,
Manhattan Hill 3,,
Manhattan Hill 5,,
Manhattan Hill 6,,
Park 24 Tower B,2015,
Marina Bay Financial Centre Office Tower I,2006,"57,600"
Elsa Tower 55,,"74,342"
Gran Hotel Bali,1987,"41,170"
DUO Residences,,"60,070"
Park 24 Tower A,2015,
Executive Tower K,2005,
Summer Palace Tower B,2010,
Ege Perla Tower A,2013,
Kuzu Effect,2015,
Trianon,1989,"85,000"
Beijing Yintai Centre - PICC Office Tower,2002,"73,500"
Beijing Yintai Centre - Yintai Office Tower,2002,"73,500"
China Merchants Tower,1992,"74,642"
Riverview Plaza A3,2013,
Arte S Tower 1,2012,
Plaza on Brickell Tower I,2005,"46,451"
Baccarat Hotel & Residences,2012,"32,210"
Millennium Centre,2001,
Mokdong Trapalace Tower A,2006,
Credit Lyonnais Building,,"162,450"
Daeseong D3-City Residential 1,2007,
Daeseong D3-City Residential 2,2007,
COFCO Tianjin Joy City Office Tower,2008,
Gold Peak Centre A,2011,
Allianz Tower,2012,"86,200"
Chicago Place,,
The Praia Block 1,2006,
The Praia Block 2,2006,
The Praia Block 3,2006,
The Praia Block 4,2006,
Allure at the Park,2009,"56,084"
Manhattan Heights,1999,"29,787"
Noble Ploenchit Tower B,2013,
The Tower,2005,"69,784"
Era Tower,2006,
Tianjin Centre West Tower,1992,
Bahia Pacifica,,"123,500"
Nanjing Yilai International Plaza,,
Clearpoint Residencies,2013,"44,528"
Saraya Tower 1,2011,"45,619"
Torre Reforma Latino,2012,
29 Boulevard Tower 2,2007,
Excellence Century Plaza Tower 3,2007,
Museo Parque Central,,
29 Boulevard Tower 1,2007,
Twin Rivers International Office Tower B,2012,
ADIA Tower,2001,"73,000"
Mesk Tower,2001,
Murjan Tower,2001,
Parnas Tower,2014,"104,374"
Songdo Posco E&C Center 1,,
Songdo Posco E&C Center 2,,
One Tower,2013,"190,183"
Sino Plaza,,"32,564"
"Aurora Plaza, Pudong",2000,"97,200"
IPIC Square,2009,
PUFA Tower,1998,"71,000"
Tour T1,,"70,000"
AIA Central,2002,"39,014"
Etisalat Tower 2,2004,"67,170"
Vantone Center,,
RBC Centre,2006,"127,300"
City Centre,1987,"88,078"
KPMG Tower,1981,"107,504"
Vattanac Capital,2009,"87,690"
ExxonMobil Building,,
Festival City III Tower 1,2009,
Festival City III Tower 2,2009,
Festival City III Tower 3,2009,
Sangbong Premier's AMCO Tower 1,2010,
Capricorn Tower,2001,
CASA II,2013,"29,461"
Vinhomes Central Park Residential Tower 12,,
Park Tower at Transbay,2015,"76,877"
One International Finance Center,2008,
One Rincon Hill South Tower,2006,"70,792"
Chicago Board of Trade,1929,
L'Avenue,2014,"590,300"
Ying Li International Plaza T2,2010,
The Orion,2004,"58,802"
Yantai Shimao No. 3,2008,
U Condominiums - East Tower,2012,
Centum Star A,2004,
Vinhomes Central Park Residential Tower 9,,
Nison Plaza,2011,
La Tour CIBC,1959,"54,154"
North Point V,2014,
Cosmopolitan Casino Spa Tower,2006,
Cosmopolitan Casino Beach Club Tower,2006,
1 Financial Town T2,2012,"95,210"
590 Madison Avenue,,
Ocean Pointe,1998,"49,166"
ECB - European Central Bank,2010,"106,000"
The Hub,2014,"67,772"
Gables Republic Tower,,
Cadogan,2012,
250 West 55th Street,2008,"79,138"
Epic Residences & Hotel,2005,
One Paraiso,2014,
333 South Wabash,1970,"120,773"
U.S. Bank Center,,"130,063"
BNY Mellon Center at One Boston Place,,"76,645"
One Prudential Plaza,1952,"163,787"
Eleven Times Square,2007,"90,412"
8 Forbestown Road,2011,"63,963"
MIDTOWN Tel-Aviv- Residential Tower,,"42,000"
Vision City Tower 6,,
Wuxi Suning Plaza 2,2010,
101 California Street,1979,"116,128"
50 Fremont Center,1983,
Tsingdao Center Tower C,2009,
Marina Terrace,2003,"46,450"
Tour Granite,2005,"67,740"
Century Tower,,
One San Miguel Avenue,1997,
1166 Avenue of the Americas,,"145,013"
Tower 42,1971,"30,100"
Aria Resort & Casino,2006,
One International Place,,"95,225"
TD North Tower,1964,"90,654"
1500 Louisiana Street,1999,
Heller International Tower,1990,"147,436"
Owl Tower,2007,"79,289"
Reflection Jomtien Beach Oceanview Tower 2,2010,"29,735"
Banyan Garden 5,2001,
Centennial Place I,2006,"106,192"
SLS Brickell,2014,
Post and Communications Network Center,,"56,363"
Shibuya Hikarie,2009,"144,546"
Mokdong Trapalace Tower C,2006,
Madison Plaza,1981,"96,228"
UNI-Center Tower 5,,
Tour Geneve,2012,
Republic Center Tower II,,
Hawthorn Park,2012,"42,850"
Eagle Lofts,2016,
Russell Investments Center,2004,"87,328"
Tokyo Nihonbashi Tower,2012,"136,181"
Destiny Panama Bay,,
Planet Hollywood Towers,2007,
80 Collins Street,,"50,600"
Ulsan Doosan We've The Zenith Tower A,2008,
Ulsan Doosan We've The Zenith Tower B,2008,
Branksome Crest,2004,
Executive Tower H,2005,
Urmi Estate,2010,"42,523"
Shindorim Techno Mart,2005,
Three Pacific Place,2001,"59,860"
Suning Ruicheng Phase 1 E07 #1,2011,"78,869"
Lujiazui Financial Plaza 1,2013,
Lujiazui Financial Plaza 2,2013,
Seoul Trimage Tower III,2014,
Seoul Trimage Tower IV,2014,
Suning Ruicheng Phase 1 E08 #1,2011,"41,003"
Hearst Tower,2003,"79,524"
Torre Latinoamerica,1948,"32,000"
Tiffany Tower,2006,"49,000"
UNI-Center Tower 6,,
Flame Tower 1,2007,
R&F Ritz-Carlton Hotel,,
SLS Lux Brickell,2014,
Sathorn Square Office Tower,2007,
The Grant,2008,"85,868"
2 Financial Town T2,2010,
Maple Leaf Square North Tower,2007,
The Pavilia Bay Tower 1,2015,
UNI-Center Tower 1,,
UNI-Center Tower 3,,
Andromeda Gold,2010,
Planet Godrej,2006,
ASHTON Silom,2016,
Ciro's Plaza,1997,"99,135"
Liberte 1,,
Liberte 2,,
Liberte 3,,
Apa Hotel & Resort Tokyo Bay,1988,"67,328"
Eton Shenyang Center #4,2010,
One Metropolitan Square,,"88,558"
"The Tower, One St George Wharf",2010,"30,342"
Torre Sevilla,2009,
Chicony Electronics Headquarters,2012,"48,000"
Celanese Building,,"172,327"
Sky Gate,2010,"53,000"
Huayuan Center Tower 5,2012,
The Finance Centre,2015,"119,623"
Liberte 5,,
Liberte 6,,
8 Corporate Avenue,2011,"142,900"
Cheongna Posco The Lake Park 2802,2010,
Cheongna Posco The Lake Park 2803,2010,
Cheongna Posco The Lake Park 2804,2010,
Pattaya Park Beach Hotel,,
Costa del Este Country Club 1,2009,
Omkar Alta Monte Tower A,2011,
Park City Toyosu Building A,,
Proud Tower Shinonome Canal Court,2010,"78,341"
Sky Residences,2007,
The Merton 3,1998,
Bay Central 2,2009,
Gold Pearl Tower,2005,
Mazaya Business Avenue 1,2006,
Mazaya Business Avenue 2,2006,
Mazaya Business Avenue 3,2006,
Silver Pearl Tower,2005,
Vinhomes Central Park Residential Tower 13,,
Whizdom Essence,,
West Bay 44,,
Asian Packaging Center Mansion East Tower,,
Green View Apartments R5,,
Al Dana Tower,2005,
Shang Grand Tower,2003,
Chongqing 101 Mansion T2,2015,"96,000"
Greenview Hongshuwan Yihao Tower A,2014,
Grosvenor Place,1984,"90,000"
Varyap Meridian C Block,2009,
NEC Supertower,,"145,161"
Supertech Nova East,,
Supertech Nova West,,
LKG Tower,,"66,810"
Palladium Tower,2012,
Pudong Shangri-La Hotel Extension,2002,
Asian Packaging Center Mansion West Tower,,
Northern Lights 1,,
Citigroup Tower,2001,"118,911"
Poly Tower V,,
Sunshine Tower,2009,
The Bund Finance Center North,2012,"95,000"
The Bund Finance Center South,2012,"95,000"
Tipco Tower,1994,"64,000"
Torres Cuarzo Office Tower,2014,"48,354"
Yuexiu City Plaza South Tower,,
Fengxian SME Building,2011,
Sendai Trust Tower,2007,"125,296"
Shibuya Stream,2015,
Centro de Gobierno Plaza Civica,2007,
Fairmont Austin,2015,"38,579"
Tokyo Garden Terrace Kioicho - Kioi Tower,2013,"110,000"
Alphaland Tower,2011,
Bank of Pansin Tower 1,,
Jin Wan Plaza 3,2010,
Pacific Place Apartments 1,2005,
Pacific Place Apartments 2,2005,
Shanghai Securities Exchange Building,1993,"11,691"
Skyland Hotel Tower,2013,
Wanxiang City Tower 4,2012,
Chengdu Renheng Fraser Suites,2007,
1000 Lake Shore Plaza,,
388 Bridge Street,2012,"42,915"
One Financial Center,,"111,483"
Thurgood Marshall U.S. Court House,1932,
Banyan Garden 3,2001,
Yeonsu Daewoo Prugio Park View Tower A,2008,
30 St Mary Axe,2000,"64,470"
Powerlong Center Tower 2,2011,
People's Daily New Headquarters,2010,"88,856"
CASA III,2015,"38,454"
Sundale Apartments,2014,
The Clare,2006,"69,677"
The Riverside 1,2004,
The Riverside 2,2004,
DUO Tower,2013,"99,950"
Grand Front Osaka Tower A,,
Sky House,2005,
Sumitomo Fudosan Mita Twin Building West,2003,"98,503"
Botanica Tower,2009,
Akasaka Biz Tower,2005,"218,853"
The Millenium Hilton,1988,"46,500"
One Wells Fargo Center,1986,"90,341"
Marina City I,1960,
Marina City II,1960,
Metropolitan Heights Tower 2,2008,
Pacific Plaza Tower 1,,
Pacific Plaza Tower 2,,
Hilton Istanbul Bomonti Hotel & Conference Center,2010,
Tour Total Coupole,1982,"130,000"
Pacific Village 1,2005,
Pacific Village 2,2005,
Public Mutual Tower,2011,
Al Seef Tower II,2005,
Marunouchi Building,,"159,861"
Otemachi Place West Tower,2015,"199,000"
Lanzhou Center Hilton Hotel,2013,
Time-Life Building,,"130,000"
Jacob K. Javits Federal Building,1963,"297,290"
Optima Signature,2014,"59,674"
Fu Jia International Finance Centre,2014,
UpperHills North Tower 1B,2012,
UpperHills North Tower 2B,2012,
China Merchants Bank,2012,
Hong Kong and Shanghai Banking Corporation Headquarters,1983,"99,171"
Kachidoki The Tower,2014,
Icon Brickell North Tower,2006,"87,073"
Icon Brickell South Tower,,"72,861"
Jardine House,,"100,000"
Atlanta Centre,,
Park Tower Harumi,2016,
W-Comfort Towers East,,"90,108"
INDX Condominiums,,"47,051"
Al Ayaan Lulu Tower,,"32,388"
Horizons 101 Tower 1,2012,
Suseong We've The Zenith 101,2006,
Suseong We've The Zenith 102,2006,
Birch Tower,2009,
China Resources Building,1980,"99,000"
Aspire at Nuvo City,2010,
Leopardus,2011,
Vorobiovy Gory Tower II,,
Huayuan Center Tower 1B,2011,
Keio Plaza North Building,1968,
Tour Areva,,"102,500"
International Towers Sydney Tower 2,2013,"98,658"
Roche Turm Bau 1,2012,"76,000"
Al Fardan Tower 1,2005,
W Times Square,,
Jin Sha Gang Wan 12#,2004,"70,108"
Jin Sha Gang Wan 13#,2004,"70,108"
Rhythm Pahol-Ari,2011,
One Shenton Tower 2,2007,
55 East Monroe,,"157,529"
Trump International Hotel & Tower,1968,"48,293"
Shimao Wulihe City 1#,2008,
Shimao Wulihe City 4#,,
Shimao Wulihe City 8#,,
Shimao Wulihe City 9#,,
Neo Sky Dome Tower C,,
Neo Sky Dome Tower D,,
Hongfa QCC Tower A,2015,
Hongfa QCC Tower B,2015,
Hongfa QCC Tower C,2015,
Hongfa QCC Tower D,2015,
Hongfa QCC Tower E,2015,
Hongfa QCC Tower F,2015,
Hongfa QCC Tower G,2015,
IQ-Quarter Tower 2,2006,
Gulf Tower,1930,
Crain Communications Building,1982,"65,961"
Terminal 21,2008,"145,203"
Generali Tower,2014,"66,785"
A2 Tower 3 Harumi,,
A3 Tower 3 Harumi,,
Millennium Palace,2011,"23,783"
Campbell Mithun Tower,1983,"83,712"
360 Condominiums,2006,
North Pier Apartments,,
Niagara Falls Hilton Fallsview North Tower,2007,
3 Jackson Park,2015,"62,465"
Grand Waterfront 1-5,,"20,613"
Grand Waterfront 6,,"20,613"
Altitude Apartments Tower A,2014,
JBR Area B Tower B03 T01,2004,
Sadaf 4,2004,
Sofitel Dubai Jumeirah Beach,2004,
The Oakhill,2008,
Azura,2010,
City Tower Nishi-Umeda,2004,"52,740"
Gundae Posco The Star City Tower B,2006,
North Point Tower 2,2006,
Banyan Tree Residences Riverside,2016,
The Troika Tower 2,2006,
China Mobile Building,2011,
CMBC Tower,2005,"94,256"
Beach Tower,2007,
Otemachi Financial City South Tower,2010,"132,500"
Wanhui Centre T2,2014,
Citadel Center,2000,"142,750"
Mersin Complex,1986,
Stevens Tower,,
The Mansion on Peachtree,2006,
One AT&T Plaza,1981,
Municipal Building,1909,
Eighth Avenue Place West Tower,2012,"78,137"
Haeundae Hillside We've Tower 102,2010,"47,761"
Haeundae Hillside We've Tower 202,2010,"42,437"
Ross Tower,,"109,041"
Regions Building,1990,"51,290"
Two Houston Center,,"95,221"
Anandamaya Three,2015,
Anandamaya Two,2015,
Shin Kong Place T1,2014,
Shin Kong Place T2,2014,
1 King West,2002,
One California Plaza,1983,"87,037"
Shenyang New World Center Tower D,2013,
Far East Finance Centre,,"48,073"
Edelweiss,2000,"105,000"
Miyana - Tower 1,2014,
Torre Global Bank,2002,
The Dome,2006,
Rotana Arwa Tower,2008,
Kasumigaseki Common Gate West Building,2005,"118,713"
Torre M,2016,"62,000"
Kotelnicheskaya Naberezhnaya,1948,
The Atlantic,2007,"75,657"
520 Madison Avenue,1980,"92,580"
One World Financial Center,,"140,388"
Alye Parusa 4,2001,
Chongqing Nationality Plaza B,1995,"148,000"
Merchandise Mart,,
Absolute World Building D,2007,"40,069"
Billionaire Royale,,
The Vue,2008,
The Central 2,,
The Landmark 1,,
The Park 5,,
Vinhomes Central Park Tower 3,,
Two International Finance Center,2009,
The Avery,2017,
5 Times Square,2000,"95,000"
300 Madison Avenue,2001,"106,133"
Lehman Building,1999,
Maybank Tower,,
The Pakubuwono Spring Applewood,2014,
Grand Front Osaka Tower B,,
Kyungdong Jade 103,2008,"66,961"
Oscar by the Sea Tower 5,,
Yantai Shimao No. 4,2008,
Journal Squared 3,2014,
China Resources Shenzhen Bay Yuefu Phase 1 Tower 1,,
Vianni Cove 2,,
Vianni Cove 3,,
Jade on the Beach,2004,
Coastal International Center Tower 1,2008,
Coastal International Center Tower 2,2008,
Coastal International Center Tower 3,2008,
Carew Tower,1929,
Victorian,2013,
Mohammed Ibrahim Tower,2007,
The # Central Park III Tower 101,2013,
The # Central Park III Tower 102,2013,
The # Central Park III Tower 103,2013,
Robinsons Equitable Tower,1995,
Media One Tower,2005,
Enterprise Square 3,2001,
Wanyin International 1,2007,
Harumi Island Triton Square Tower Y,1997,"113,296"
Kuwait Building Tower,2007,
Wanda East Port Tower 2,2009,
Edificio Coltejer,1968,
Iris Bay,2006,"36,000"
New York Marriott Marquis Hotel,,
Wells Fargo Center,,"87,753"
299 Park Avenue,1965,"93,564"
Tavistock II,1997,
The Fordham,2001,
The Parkhouse Harumi Towers Tiaro Residence,2013,
Dai Nagoya Building,2013,
Victoria Tower,2009,
190 South LaSalle,1985,"83,612"
575 Market Street,,"472,564"
The # Central Park II 203,2008,
Reflections at Keppel Bay Tower 1A,2007,
Reflections at Keppel Bay Tower 2B,2007,
Reflections at Keppel Bay Tower 3B,2007,
Ocean Shores Tower 1-3,1998,
Ocean Shores Tower 15,2000,
Ocean Shores Tower 16-17,2000,
Ocean Shores Tower 5,1998,
Ocean Shores Tower 6,1998,
Ocean Shores Tower 7,1999,
Ocean Shores Tower 8,1999,
Ocean Shores Tower 9-10,1999,
KKR2 Tower,2010,"51,516"
Socony Mobil Building,,"102,192"
Oxley Tower,2014,
One Roxas Triangle,,
1290 Avenue of the Americas,1961,"189,987"
Robinsons Summit Center,,
The Pavilia Bay Tower 2,2015,
Financial Park,,
Alameda Jardins Residence,2013,
Central Plaza One,,
Q Sukhumvit,2015,
Dusit Residence,2005,
The International Bank Plaza,,"56,166"
One South Dearborn,2003,
Metro Plaza Tower I,,
Onterie Center,,"85,470"
780 3rd Avenue,,"43,600"
Four Embarcadero Center,,
600 3rd Avenue,,
H Office Tower,2004,
Loews Chicago Hotel,2012,"86,121"
One Embarcadero Center,,
Dream Tower,2008,
Success Tower 2,2007,"45,802"
Penobscot Building,1927,"72,137"
Qingdao Landmark Center - Tower A,2013,
Tokyo Shiodome Building,2002,"192,257"
HKRI Centre Two,2012,
The Ashland,2014,
450 Lexington Avenue,1988,"84,634"
Jamieson Place,2007,"82,683"
Chicago Temple Building,1922,
R&F Profit Plaza,2004,"114,971"
MY80,2012,"44,305"
Shimao Riviera Garden 1,,
Twin Oaks Place East Tower,2011,
Hyatt Regency Andares,2014,"71,048"
Solae Elevator Testing Facility,,
Siroco Tower,2010,910
Castlereagh Centre,1987,"30,000"
Residence Antilia,2006,
The Hansar,2006,"46,167"
Ponte Tower,,
Paramount Tower,,"58,020"
Torre Cavia,2006,
Queen's Garden,1991,"39,880"
Ak-Asya Shopping Center & Tower,2011,
Shiodome Media Tower,2000,"63,473"
One Indiabulls Iris Blu,2013,
Park Axis Aoyama 1-chome Tower,2004,
44 Montgomery,1966,"70,655"
Palmolive Building,1927,
230 Park Avenue,,"121,897"
The ONE,2006,"37,455"
China Resources Shenzhen Bay Yuefu Phase 1 Tower 2,,
Creek Tower,2010,
Greenland Plaza Apartment Block 1,2011,
Greenland Plaza Apartment Block 2,2011,
Greenland Plaza Apartment Block 3,2011,
Taedong Residences 1,2014,
The Dynasty 1,,
The Dynasty 2,,
Almoayyed Towers,2001,"48,419"
Torre Mirage,,
Torre E,2015,
Churchill Executive,2006,
Dongguan Guangying Tower,,
Spear Tower,,"135,645"
Enterprise Center Tower I,1998,"54,872"
Escape Tower,2004,
LIU East,2010,
Vasant Grandeur,,
111 Huntington Avenue,1999,"82,612"
Woqod Tower,2008,
Ministry of Foreign Affairs,1948,
Torre Renoir 2,2007,
"Kementerian Pembangunan Wanita, Keluarga Dan Masyarakat",2006,"90,299"
Fangchenggang North Bay Finance Center,2013,
Sinar Mas Center 2,2010,
Twin Oaks Place West Tower,2011,"44,726"
Shimao Wulihe City 10#,,
Shimao Wulihe City 7#,,
Vianni Cove 1,,
Torre Aura Altitude,2005,"28,200"
Galleria Foret Tower 1,2007,
Galleria Foret Tower 2,2007,
Nordstar Tower,2006,"147,000"
Ocean Shores Tower 11-13,2000,
Maple Leaf Square South Tower,2007,
One Central Residences 1-3,,
Kluczynski Federal Building,,"105,514"
Chongqing IFS T2,2012,
Laguna Tower,2004,
Manila Tower,2006,
Bahar 1,2004,
Metro Harbourview 1,,
Metro Harbourview 10,,
Metro Harbourview 2,,
Metro Harbourview 3,,
Metro Harbourview 4,,
Metro Harbourview 5,,
Metro Harbourview 6,,
Metro Harbourview 7,,
Metro Harbourview 8,,
Metro Harbourview 9,,
30 Broad Street,1931,"28,000"
The Orchard Satrio,2013,
The Residence Satrio,2013,
Sofitel Mexico Reforma,2014,
Guo-Yan Building BC,2010,
US Bank Plaza I,,
City Centre,2004,"44,547"
Leonardo City Tower,1995,"60,000"
D2 Tower,2011,"54,500"
275 George Street,2007,"41,738"
Huron Plaza,,"47,384"
Nelson Tower,,"38,512"
Hotel Sherry-Netherland,,
Boeing International Headquarters,,"95,792"
Madison Centre,2015,"88,257"
Museum Tower,2010,
Eton Shenyang Center #11,2010,
The Selby,2016,"37,512"
Seomyeon Central Star C,2007,
Seomyeon Central Star D,2007,
Festival City I Tower 2,2008,
Festival City I Tower 3,2008,
L'Hotel Nina Tower,2000,
Blue Diamond Tower,,
Green Diamond Tower,,
W Suzhou,2014,
Linping Xizi International Building No. 1,2012,
Chongqing IFS T6,2012,
Sisli Plaza,2000,"103,403"
Sasashima Live 24 District Global Gate West Tower,2014,
RCBC Plaza Tower 2,1998,
Arezzo,,"15,403"
Festival City II Tower 5,2008,
Festival City II Tower 3,2008,
Dupont Tower,2007,
Manhattan @ Upper West Side,2013,
Pal??cio W. Zarzur,,"75,000"
South Park Tower,,"52,586"
Cheongna Lotte Castle Premium Town Tower 1,2010,
Kumgang Exllu Tower 102,2009,
Kumgang Exllu Tower 103,2009,
Kumgang Exllu Tower 105,2009,
Kumgang Exllu Tower 106,2009,
Kumgang Exllu Tower 107,2009,
Kumgang Exllu Tower 108,2009,
Kumgang Exllu Tower 110,2009,
Kumgang Exllu Tower 111,2009,
Oberoi Exquisite Tower 1,2011,
Oberoi Exquisite Tower 2,2011,
Oberoi Exquisite Tower 3,2011,
Tour Odeon,2010,"85,000"
China Resources Center Yuefu #10,,
China Resources Center Yuefu #6,,
China Resources Center Yuefu #8,,
Meriton Tower,2004,
Mikage Tower Residence,2007,"63,851"
Noble Place,2014,
Australia Square Tower,1965,"53,000"
Grand Bay Club,2008,
Single Business Tower,2007,
Haeundae Iaan Exordium 101,2006,
Al Jaber Tower,2005,
Executive Tower G,2005,
Executive Tower J,2005,
Levent 199,2011,"55,000"
Southland Garden,2002,"50,887"
Executive Tower L,2005,
Shanghai Grand Center,2007,"100,787"
Burlington Tower,,
Majestower Beomil 101,2007,
Majestower Beomil 102,2007,
Metro Grand Residences,2012,"23,480"
TaunusTurm,2011,"60,000"
Western International Finance Center Tower 2,2012,
Marathon Futurex,2009,
Mode Gakuen Spiral Towers,2005,"48,989"
Ozdilek Plaza Tower A,2011,
Shenzhen Commerical Bank Building,,
Vero Centre,1998,"68,500"
King?€?s Road Tower,,
Shenzhen Kerry Centre I,,"78,800"
Kansai Electric Power Kobe Building,,
Opernturm,2007,"74,489"
Seomyeon Central Star E,2007,
100 United Nations Plaza,,"33,124"
Langham Place Hotel,1999,
Continental Can Building,1959,"72,271"
Asia-Pacific Financial Plaza,,
Hullmark Centre I,2010,"90,590"
Concordia Corporate,2015,"59,217"
Albany Cove 6,,
Albany Cove 7,,
Albany Cove 8,,
Caribbean Coast 10,2003,
Caribbean Coast 11,2003,
Caribbean Coast 12,2003,
Caribbean Coast 13,2003,
Caribbean Coast 15,2003,
Caribbean Coast 9,2003,
