Yunzhong Tower 2,2012,
Keraton at the Plaza,2006,
Coastal Center,2013,
Jinlitong Financial Center Tower 1,,
Jinlitong Financial Center Tower 2,,
UNI-Center Tower A,2012,
Wuhan Central Trade Center B,2015,
ARO,2015,"51,434"
OKO - Office Tower,2011,
Shenyang New World Center Tower C,2013,
Torre Espacio,2004,
Bank of America Plaza,,"126,341"
568 Collins Street,2012,
Harbour Plaza Residences West,2013,"42,856"
Ten York,2014,"59,900"
Tanhyun Doosan We've the Zenith 104,2010,
The Leadenhall Building,2011,"84,424"
Bourke Place,,"62,407"
Hwaseong Dongtan Metapolis 102,2006,
China Resources Building,2012,
Al Ayaan Sharjah Gate Tower,,
1600 Smith Street,,"103,326"
Evergrande Liberation Monument Centre Tower 1,2013,"73,355"
Palm Tower 1,2006,
Victory Plaza Tower A,2004,"140,000"
River Point,2013,"123,720"
BTPN Office Tower,2013,
Skysuites Residential Tower,2008,
Farglory International Plaza,2008,"125,000"
Millenia Tower,,
Olympia Centre,1981,"131,921"
TD Tower,1964,"123,422"
Shinjuku Center Building,1976,"183,063"
Qatar Petroleum District Tower 7,,
3 Manhattan West,2015,"75,186"
World Crest,2011,
FMC Tower at Cira Centre South,2014,"96,666"
MARQUE Sukhumvit,2013,"41,724"
One Shangri-La Place North Tower,2010,"128,219"
One Shangri-la Place South Tower,2010,"128,219"
Optical Valley New World Center A,2014,"90,579"
Tianxi Twin Towers 1,2010,
Tianxi Twin Towers 2,2010,
Hopewell Centre,1977,"111,000"
Chang-Gu World Trade Center,,"83,310"
Raffles Square Tower,1999,"128,187"
CSSD Plaza,2012,
Ernst & Young Tower at Latitude,2002,"76,000"
Kerry Center,2012,
Liyuan Skyline City,2009,"117,568"
Suzhou Center Plaza 1,2014,
Detroit Marriott at the Renaissance Center,1973,
Asia Square Tower 2,2010,"113,356"
One Museum Park,2005,"92,987"
Times Square Tower,2001,"100,277"
BSA Twin Tower 1,1995,
BSA Twin Tower 2,1995,
Ilsan Yojin Y-City Tower 106,2013,
BNY Mellon Center,,"157,934"
Ten Tower,2006,
777 Tower,1988,"102,192"
The Bay Gate,2007,"43,000"
Fulbright Tower,,"137,867"
150 North Riverside,2014,"136,010"
Jewelry Trade Center,,"150,013"
Angsana Hotel Tower,2005,
Angsana Suites Tower,2004,
The Belcher's Tower 1,1998,
The Belcher's Tower 2,1999,
Kempinski Hotel Chongqing,2009,"83,328"
Landscape-Brilliant Center,2013,
Westin Peachtree Plaza,,
Wells Fargo Tower,1982,
Telkom Landmark Tower 2,2012,"64,550"
Nanyou Tower 1,2015,
Nanyou Tower 2,2015,
Seattle Municipal Tower,1987,
DC Tower I,2010,"93,500"
Nurol Life,2015,
Park Lane Manor 5,2013,
Park Lane Manor 6,2013,
The Altus,2014,
InterContinental Hotel West Bay,2006,
Tianfu IFC 1,2012,
Tianfu IFC 2,2012,
The Pano,2006,"110,695"
Alphaland Makati Place,2012,
Zhongshan International Finance Center Tower 1,2008,
Zhongshan International Finance Center Tower 2,2008,
Vanke One City Office Tower,2015,
Waldorf Astoria Chengdu,2012,
Aoyuan International Center,2014,
Wanda East Port Tower 1,2009,
Warsaw Spire,2012,"82,918"
Fuzhou IFC,2011,
Zhongrong Jasper Tower,2003,"100,000"
Shuiwan 1979 Tower,,
Kaisa Center Phase 3,2013,
Zhanjiang Fortune Meeting,2013,
Dawangjing 626 Tower 1,,
Equity Tower,2007,
Golden Eagle International Shopping Center,2010,"183,291"
Pauline's World City T1,,"67,900"
Tregunter Tower III,1991,
The Summit,1996,"15,225"
Circle on Cavill North Tower,2004,
Fountain Place,1984,"111,804"
C&D International Tower,2009,"83,066"
Kunming Iron and Steel Building,2011,"148,494"
Oriental Hope Intertek Plaza 1,2012,
Oriental Hope Intertek Plaza 2,2012,
Shenyang Royal Wan Xin International Mansion Tower A,,
Sino Life Insurance Building,2013,
Ocean Resort Casino,2007,"146,490"
Ying Li International Plaza T1,2010,
Grand Promenade Towers 2-3-5,2002,
Aurora Place,1998,"46,500"
The Peak at Sudirman,,
Figueroa at Wilshire,1986,"96,295"
Guangdong Development Bank Building,2010,
Metropolitan Tower,,"49,393"
Al Tijaria Tower,2005,"60,386"
China Resources Center 1,2012,
Sorrento 3,2000,
Light House,2015,"48,836"
White Tower,2008,
Shangmao Century Plaza,1999,
Furama Tower,2011,
Fortune Tower,2005,"107,991"
Onelink Center,2007,
Times Square Excellence,2004,"83,835"
Maike Business Center Tower 1,2013,
Jumeirah Bay X2,2006,
Nanhu Mingdu Plaza,2009,
Telstra Corporate Building,,"63,158"
Shenzhen Energy Headquarters North Tower,2012,"106,650"
Causeway Bay International Plaza,2012,
Chongqing Rural Commercial Bank Financial Building,2011,"97,367"
Sheraton International Business Center 1,2005,
Sheraton International Business Center 2,2006,
Zhejiang Television Center,2012,
China Resources Dachong Redevelopment Tower 2,2015,
252 East 57th Street,2014,"43,585"
Evolution Tower,2012,
Shenyang New World Center Tower E,2009,
Unicredit Tower,2008,"26,708"
Republic Plaza,,"114,745"
One Shell Plaza,,"113,924"
Etihad Towers T5,2007,"45,049"
South Beach South Tower,2011,"81,268"
South Beach North Tower,2011,
Shaanxi Yanchang Petroleum Headquarters,2013,"102,039"
GT International Tower,1999,"66,193"
L'Arc New World Hotel,2007,
Lucheng Plaza Tower 1,2014,
The Exchange?€?SOHO,,"80,510"
International Towers Sydney Tower 1,2014,"118,000"
Tiandu Plaza Tower 1,,
100 East 53rd Street,2008,
Sky Suites @ KLCC A,2015,
Qingxiu Wanda Mansion 1,2013,
Qingxiu Wanda Mansion 4,2013,
AVIC Center Office Tower,2009,
1801 California Plaza,,"118,872"
BD Bacata Torre 2,2011,
Genyuan Marriott Hotel,2011,
Mistral Office Tower,2014,
Dawangjing 626 Tower 2,,
International Chamber of Commerce Tower,,
Terminal Tower,1923,
Riviera TwinStar Square 1,2007,
Riviera TwinStar Square 2,2007,
Shiodome City Center,2000,"105,993"
Arady Residential Tower,2007,
JPMorgan Chase Tower,1957,"223,000"
"Menara Felda, Platinum Park",2008,"72,315"
Naza Tower 1,2011,
Suncor Energy Centre I,1981,"101,258"
Capital Place Office Tower,2012,
LOHAS Park Le Prestige Tower B,2008,
Asan SK Pentaport Residential Tower 3,2008,
Central Park Tower,2005,
Tianjin Kerry Center R1,2009,
Tianjin Kerry Center R2,2009,
Tianjin Kerry Center R3,2009,
Kempinski Residences,,
Jinshi International Plaza 1,2013,
Tanhyun Doosan We've the Zenith 102,2010,
Tanhyun Doosan We've the Zenith 103,2010,
Tanhyun Doosan We've the Zenith 106,2010,
Sky Tower B2,2007,"122,000"
Yanlord Marina Center Tower 5,2011,
Al Seef Tower,2003,
World Trade Center 1,2011,
General Motors Building,1964,"152,116"
The Suzhou Modern Media Plaza 1,,
Bay-Adelaide Centre,2006,"125,844"
Four Seasons Tower,2011,
Changsha Yulin International Building C,2014,
Sun Hung Kai Centre,,"83,984"
The Belcher's Tower 3,1999,
The Belcher's Tower 8,2000,
One Shenton Tower 1,2007,
Shangri-La Hotel Toronto,2007,"81,192"
Marquis,2005,
The Paramount,2011,
Ilsan Yojin Y-City Tower 101,2013,
BankWest Tower,1985,
Bakrie Tower,2006,
Chancheng Greenland Center Phase 2 Office Tower 1,2013,"91,600"
Portman Fortune Center Tower A,2010,
Portman Fortune Center Tower B,2010,
Salesforce Tower,1987,
Lodha Venezia Tower A,2014,
Jersey City Urby,2014,"63,890"
Metropolitan Life Tower,1907,
Dentsu Headquarters Building,1999,"237,700"
House on Mosfilmovskaya Tower A,2007,"53,478"
International Financial Centre Tower 2,2012,
One Thousand Museum,2015,
Paramount Miami Worldcenter,2016,
City National Tower,,"103,026"
Paul Hastings Tower,,"103,026"
Victoria Towers I,2000,
Victoria Towers II,2000,
Victoria Towers III,2000,
Shining Heights,2006,"32,200"
Corniche Tower,,
Meera Tower,2014,
The Pinnacle,2004,
The St. Francis Shangri-la Place Tower 1,2005,"107,473"
The St. Francis Shangri-la Place Tower 2,2005,"197,473"
ACT Tower,,
Wells Fargo Center,,"110,592"
Xiamen Financial Centre,2010,"139,502"
500 Fifth Avenue,1930,
Georgia Pacific Tower,,
One Shell Square,,"116,778"
Sky Suites @ KLCC C,2015,
Eighth Avenue Place East Tower,2008,"100,468"
Sorrento 5,2000,
Centum Star B,2004,
Indi Home,,"54,935"
Tianhebei Tower,2011,
Tanhyun Doosan We've the Zenith 101,2010,
Tanhyun Doosan We've the Zenith 107,2010,
The Tower,2013,
Keangnam Hanoi Residential Tower 1,2008,
Keangnam Hanoi Residential Tower 2,2008,
Menara Maxis,,"79,000"
Kanlong Taizi Hotel,2012,
Ritz-Carlton Jakarta,,
Cathay Landmark,2011,
Xinjinqiao Mansion,,
TaiKoo Hui Tower 1,2007,
AMA Plaza,1971,"126,258"
345 California Center,,"83,344"
Poly Cultural Plaza,2009,
Zhengda International Plaza 7,2012,
Zhejiang International Building,2011,
Torre Ejecutiva Pemex,1979,"94,600"
Wynn International Financial Center,,
JR Gate Tower,2012,
Jahoo Hong Kong City,2005,
Melbourne Central,,"123,000"
Xindi Center Office Tower 1,2010,
Vanke Times Square,2016,
Pudong International Information Port,1998,"101,188"
China Merchants Tower,2010,"107,000"
Americas Tower,,"86,771"
The Orchard Residences,2006,"38,240"
Jushang Plaza,2010,
1400 Smith Street,,
East Harbour Place Tower 2,2011,
BDO Corporate Center Ortigas,2012,"84,640"
The Sentral Residences Tower A,2011,
The Sentral Residences Tower B,2011,
Grosvenor House The Residence,2007,
Grosvenor House West Marina Beach,2002,"130,000"
Shinjuku Sumitomo Building,1971,"176,437"
LOHAS Park The Capitol Oslo,2006,
LOHAS Park The Capitol Whistler,2006,
Peace Hotel Tower B,2009,
Bashang Jie Global Center Residential Tower 1,2012,
Torre Aqualina,2004,
Fortune Center Residential Tower 1,2013,
Fortune Center Residential Tower 2,2013,
Fortune Center Residential Tower 3,2013,
Park Terraces Point Tower,2011,
Al Rostamani Maze Tower,2006,
Asia-Pacific Center,,
Harmonious Century Tower A,2010,
Harmonious Century Tower B,2010,
Ryomyong Street 55-Storey Building,2016,
CRC Tower,,"63,000"
Mirae Scientists Street Residential Tower,2014,
Executive Towers Building M,2005,
Metropolitan Tower A,2007,
Metropolitan Tower B,2007,
Moi Tiandi,2012,
Ahcof City Plaza,2012,
Capital Plaza Residential Towers,2006,
21st Century Mansion,2007,
AmBank Tower,,
Crowne Plaza Tower 1,2008,
Crowne Plaza Tower 2,2008,
Le Reve,2004,"75,000"
Yuda Group Headquarters Tower 1,2015,
Solow Building,1968,"130,064"
China Resources Center Tower A,2014,
Greenland Center Tower 8,2014,
New City International,2013,
Excellence Houhai Financial Center,2012,
Financial Street Nankai Center,2012,
Suning Ruicheng Phase 1 E06 #1,2011,"96,890"
Suning Ruicheng Phase 1 E07 #2,2011,"92,053"
CNOOC New Tower 1,2012,
CNOOC New Tower 2,2012,
Dubai Tower,2005,
Fortune Financial Centre,2015,
Latifa Tower,2008,
Petron Megaplaza,,
One International Finance Centre,,"72,880"
SINIC Center,2013,
Suning Ruicheng Phase 1 E08 #2,2011,"47,358"
Casa Domaine Tower 2,2013,
Marine Midland Building,,"111,805"
The Independent,2016,"88,258"
One Raffles Place Tower 2,2008,"43,695"
Ritz-Carlton Hotel & Residences,2007,"114,075"
The Knightsbridge Residences,2010,"91,357"
55 Water Street,,"341,913"
277 Park Avenue,1958,"164,206"
The Beekman Hotel & Residences,2014,
Wall Street Plaza,2010,
Pacific Century Place Jakarta,2014,"112,846"
Allianz Tower,2012,"81,615"
Horizon Skyline Garden Office Tower,2014,
"Tower Palace One, Tower A",1999,
"Tower Palace One, Tower C",1999,
World Trade Centre 3,2013,
Navigation Tower,2006,"70,000"
Grand Promenade Tower 1,2002,
Grand Promenade Tower 6,2002,
Waldorf Astoria Chicago,2006,"62,672"
U-Residence Tower 2,2013,
Oasis on the Bay,2008,
Tour Montparnasse,1969,
The Kitahama,,"79,605"
Shinjuku Nomura Building,,
Iset Tower,2010,"70,000"
Huabang World Trade City Tower 1,2011,
China Co-op Group Tower,2011,
Jiangsu TV Station Building,2004,
The Parkhouse Nishi Shinjuku Tower 60,2014,
Metro Plaza Tower II,,
Three Allen Center,,"110,992"
Random House Tower,2000,"79,900"
Marina Heights,2004,
Farglory Financial Center,2010,
The Austonian,2007,"54,888"
Foshan International Plaza,1992,
Sunshine International Tower,2012,
Ocean One,,
Westendstrasse 1,1990,
Huijing Center Tower 1,2013,
Vertical City,2007,
CCCC South Headquarters,2012,
New Times Business Center,,
Seaview Condominium @ Green Bay Pluit Tower J,2011,
Seaview Condominium @ Green Bay Pluit Tower K,2011,
Seaview Condominium @ Green Bay Pluit Tower L,2011,
Seaview Condominium @ Green Bay Pluit Tower M,2011,
Wenbo Tower,2013,"102,450"
Hubin Plaza,2010,"48,412"
Radisson New World Hotel,,
The City Center @ Batavia City,2009,"96,354"
Southern Bosera Building,2011,"110,000"
Summer Palace Tower A,2010,
Taiping Financial Tower,2007,"110,579"
China Merchants Bank Mansion,2008,
Four Seasons Hotel,1990,
The 118,,"19,000"
J57 Mini Sky City,2013,"179,600"
Zesheng Twin Tower A,,
Zesheng Twin Tower B,,
111 South Wacker,2003,"135,359"
Millennium Tower,2014,
Far Eastern Banqiao Tower,2010,
Oceania Business Plaza 1,2008,
181 West Madison,1988,"104,278"
Rosewood Sanya and Sanya Forum,2014,"103,813"
71 South Wacker,2002,"162,207"
Aurora,2004,
Paradise by the River A,2001,
Paradise by the River B,2001,
Paradise by the River C,2001,
Tamani Hotel Marina,2004,
Majestic Tower,2005,"51,600"
Marina Crown,2004,
Baiguan Plaza,2008,
Hanjiang International Tower,2010,
HSBC Tower Soho Mall,2011,
Seomyeon Central Star A,2007,
Bay-Wellington Tower,1989,"148,640"
Ciputra World Residential Tower,2008,
Marina Bay Sands Hotel 1,2007,
Marina Bay Sands Hotel 3,2007,
LyondellBassell Tower,,"110,676"
GT Land Landmark Plaza North Tower,2010,
Ark Hills Sengokuyama Mori Tower,2010,"143,550"
Fuzhou Shenglong Financial Centre,2011,"156,072"
Marina Gate I,2015,
Chongqing Plaza T1,2011,
Victoria Mansion Tower 1,2013,
Victoria Mansion Tower 2,2013,
AT&T Building,,
Sequis Tower,2014,
Sorrento 6,2000,
Union Bank Plaza,,
LOHAS Park The Capitol Madrid,2006,
LOHAS Park The Capitol Milan,2006,
Bellagio Tower 1-5,,
Sky,2008,
Tanhyun Doosan We've the Zenith 108,2010,
Aetna Sonnenschein International Plaza,2015,
Minyoun Financial Plaza,2010,"80,276"
Golden Landmark,,"97,813"
East Pacific Center Tower C,2007,
Vietcombank Tower,2010,"71,000"
Radisson Royal Hotel,1949,
Pabellon M,2010,"60,000"
Citibank Plaza 1,1989,"153,828"
May House,2002,"135,500"
Nanjing Financial City Tower 2,2013,
Haeundae I Park Marina Tower 3,2007,
McGraw-Hill Building,,"204,385"
Tianjin Maoye Building,2010,"123,070"
One Magnificent Mile,,"96,735"
One Grand Central Place,,"103,742"
One Court Square,,
Akasaka Intercity AIR,2015,
Barclay Tower,2005,"50,217"
Freshwater Place Residential Tower,2002,
Horizon Tower A,2015,
Metro Town Tower 1,,
Metro Town Tower 2,,
Golden View Central Park Tower A,2015,
Golden View Central Park Tower B,2015,
Golden View Central Park Tower C,2015,
277 Fifth Avenue,2016,"24,939"
Four Seasons Place,2002,
Jiahe Plaza,,
Eternity Apartment @ District 8,2013,
Infinity Apartment @ District 8,2013,
Le 1000 de la Gauchetiere,,"79,868"
Golden Tower,2013,"60,738"
Q Sentral,2011,
St. Regis Hotel & Residences,2011,
Harmony Square,2013,
Burj Alshaya West Tower,2013,
Wanyin International 2,2008,
Al Rajhi Bank Tower,2013,
340 on the Park,2005,
Shengjing Finance Plaza R10,2015,
Shengjing Finance Plaza R11,2015,
Shengjing Finance Plaza R12,2015,
Zhongtian Exhibition City 1,2012,
Zhongtian Exhibition City 2,2012,
Paramount Plaza,,"219,172"
Hysan Place,2009,"66,511"
"Chengdu Fantasia Meinian Plaza, Tower C",,
"Chengdu Fantasia Meinian Plaza, Tower D",,
Four Seasons Private Residences West Tower,2008,
StarView Condo Tower B,,
The Troika Tower 3,2006,
Nassima Tower,2007,
Sichuan Airlines Center,2012,"1,900"
"Star Tower, Gangnam Finance Center",1995,"212,268"
Hotel Riu Plaza Guadalajara,2009,
ASHTON Chula-Silom,2016,
Mode Gakuen Cocoon Tower,2006,
77 West Wacker Drive,1990,"96,618"
33 South 6th Street,1981,"100,530"
Olaya Tower 2,2011,
HSBC Tower,1996,"116,824"
BOK Tower,,"105,972"
The Ritz-Carlton Los Angeles,2007,"185,805"
Hwaseong Dongtan Metapolis 103,2006,
Baoji IFC,,
48 Burj Gate,2008,
Denpasar Residence Kintamani Tower,2008,
Denpasar Residence Ubud Tower,2008,
Berjaya Times Square Tower A,1997,
Berjaya Times Square Tower B,1997,
1322 Golden Empire Tower,1996,"102,007"
Pinnacle,2007,
BM Plaza Office Tower,2007,
Samsung Electronics Corporation HQ,2005,
Golden Mansion Center,2010,
Vanke Jinyu Central Tower 1,2012,
Triumph One #1,2014,
Triumph One #2,2014,
ASE Center R2,2010,
Marina Bay Sands Hotel 2,2007,
Sovereign,2006,"58,528"
Great American Tower at Queen City Square,2008,"105,867"
Eton Shenyang Center #5,2010,
Century Plaza Tower 1,2008,
Shenzhen Venture Capital ?€? Private Enterprise Tower,2012,"90,000"
Trump Tower,1980,
??CE Condominiums at York Centre 1,2010,"40,421"
YC Condominiums,2015,"62,245"
Island Resort Towers 1 & 2,1999,
Island Resort Towers 3 & 5,1999,
Island Resort Towers 6 & 7,1999,
Island Resort Towers 8 & 9,1999,
Center Plaza,,
Eq. Tower,2014,"55,487"
One Corporate Center,2005,
Hotel Estelar Bocagrande,2013,
K Residence,2004,
Millennium Tower,1997,"54,000"
Lianfa Building,2008,
AVIC Plaza,2012,
Zijin Mining Plaza,2012,
Maslak Spine Tower,2010,
Jinan Center Financial City A3-5,,
Huijin International Plaza,2012,
One Rockwell West Tower,2007,
The Shahar Tower,2013,"1,600"
Singha Complex Tower 1,2015,"66,413"
Mokdong Hyperion Tower C,1999,
Hongyun Building Tower A,,
Carlton Centre,1967,"68,055"
Ichon Rex Tower A,2012,
Taehwa River Iaan Exordium 1,,
Taehwa River Iaan Exordium 2,,
Tunjungan Plaza 5,2012,
The Citadel,2006,
Gateway Towers AQ-1,2013,
Gateway Towers AQ-2,2013,
25 Canada Square,1999,"164,160"
Innovation & Entrepenuership Tower,2010,
201 Tower,2009,
Huarun Tower,2009,"72,730"
China Resources Dachong Redevelopment Tower 3,2015,
Shangri-La Vancouver,2005,"61,300"
Hearst Tower,1999,"148,644"
Blue Business Hong Kong Cultural Center Block F,2015,
200 Public Square,1982,"115,385"
Triumph One #3,2014,
Triumph One #4,2014,
1180 Peachtree,2003,"58,064"
Provincial Cultural Center Building 2,2011,
Japan Post Tower,2009,"220,000"
Britam Tower,2013,"74,074"
LOHAS Park Le Prestige Tower A,2007,
LOHAS Park Le Prestige Tower C,,
LOHAS Park The Capitol Florence,2006,
MBK Tower,2006,
City Centre Rotana Doha,2006,
Shangri-La Hotel,2006,
Baoneng Shenyang Global Financial Centre Tower 3,2014,
Baoneng Shenyang Global Financial Centre Tower 4,2014,
Baoneng Shenyang Global Financial Centre Tower 5,2014,
Baoneng Shenyang Global Financial Centre Tower 6,2014,
Baoneng Shenyang Global Financial Centre Tower 7,2014,
Main Tower,1996,"99,700"
Al Baker Executive Tower 1,2008,
Riparian Plaza,2001,"70,000"
Merweb Hotel City Center,2006,
ORC 200,,
Three Central,2012,
Marriott Marquis City Center Doha Hotel,2005,
Marriott Marquis City Center Doha Hotel South Tower,2005,
Ryomyong Street 50-Storey Building,2016,
Tower 185,2008,"116,000"
Al Baker Executive Tower 2,2008,
China Life Tower 1,2014,
China Life Tower 2,2014,
Philamlife Tower,,
Pinnacle One,2012,
Qingxiu Wanda Plaza Office Tower 1,2013,
Qingxiu Wanda Plaza Office Tower 2,2013,
Qingxiu Wanda Plaza Office Tower 3,2013,
R&F Center Tower 1,2010,
R&F Center Tower 2,2010,
Seoul Trimage Tower I,2014,
Seoul Trimage Tower II,2014,
Zhuhai Hengqin Xinqu Ahongda Finance Tower 1,2014,
Chengdu World Financial Center 1,2013,
Chengdu World Financial Center 2,2013,
China Oceanwide International Center Tower 1,2012,
Dhahran Tower,2007,
Nanjing Financial City Tower 4,2013,
Nanjing Financial City Tower 6,2013,
Hainan Tower 1,2011,
Kwong Wo Mukden Center 1,2014,
Lot G Office Towers,2009,
Mincheng Center Hotel,,
SF Express Headquarter Building,2015,
Wangjing SOHO T3,2011,"125,307"
Centralcon Group Tower,2012,
Jinshui Wanda Center Office Tower,2014,
Jumeirah Hangzhou Hotel,2013,
Sompo Japan Head Office Building,1973,"124,438"
Twin Rivers International Office Tower A,2013,
Gezhouba Nanda Tiandi,2015,
Phoenix International Book City East Tower,2010,
Shenzhen Kerry Centre II,2008,"79,000"
The Plaza Office Tower,2006,
Yatai Fortune Center,2009,
Palm Springs International Center Tower 1,2010,
Wanyin International 3,2008,
Capital Plaza Office Tower,2006,
Central Spring,2011,
Das Intellitech Headquarters,2016,"100,000"
Folkart Tower A,2011,
Folkart Tower B,2011,
Golf Hotel,2010,
Zhengzhou Resources Center,2011,
Tour Incity,2013,"44,125"
Binhai Cathay Tower,2010,
Burj DAMAC,2012,
Al-Obeikan Hilton Tower Hotel,2011,
Batumi Technological University Tower,,
Suning Electric Plaza,2013,
The Yomiuri Shimbun Building,2011,"89,651"
Al Nakheel Tower,2008,
Guangzhou Greenland Baiyun Center,2012,
Yuda World Trade Center,,"125,000"
The Otemachi Tower,2010,"198,390"
8 Canada Square,1999,"164,410"
Wells Fargo Tower,2007,
Conrad Seoul,2009,
One Wall Street,1929,"108,292"
Millennium Residence 2,2006,
Millennium Residence 3,2006,
Nakanoshima Festival Tower West,2014,"151,146"
Silver Towers East,2007,
Silver Towers West,2007,
599 Lexington Avenue,,
Fortune Heights,,
Diamond Flower Tower,2010,
Oriental Financial Center,2008,"113,382"
Nakanoshima Festival Tower,2009,"145,602"
Bund Center,1997,"83,000"
The Offices at CentralWorld,,"120,000"
Southwest Securities Headquarter Building,2014,
UBS Tower,1999,"156,076"
Kaisa Center Tower A,2010,
Empire Melbourne,2015,
Le Point Tower 6,,
Le Point Tower 7,,
Capital Square Tower 1,,"65,030"
88 Scott,2014,"54,438"
One Icon Residences,2014,
712 5th Avenue,1988,"50,632"
900 Biscayne Bay,2005,"166,388"
Bellagio Tower 6-9,,
Torre Aquamare,2005,
M Silom,2011,
Shangdong Hanyu Yayuan Apartments,2012,
Chengdu International Finance Square Tower 4,2010,
Shin-Marunouchi Building,2005,"195,000"
7 Financial Town,2011,"69,626"
Muse,2015,
Wanda East Port Tower 3,2009,
Chanin Building,1927,
Jing An Kerry Centre Tower 3,2009,"270,017"
Overseas Chinese Banking Corp. Centre,1970,"74,963"
BEA Financial Tower,2006,"70,000"
245 Park Avenue,,"149,670"
Richard J. Daley Center,1963,"136,102"
Lodha Bellissimo Tower 2,,
Lodha Bellissimo,2006,
Anandamaya One,2015,
Poly Pazhou C1,2013,"73,000"
Burj Al Salam,2008,"290,143"
550 Madison Avenue,1980,
Metropolis Tower D,2015,
One Excellence Tower 2,2016,
55 East Erie,2001,
The Merton 1,1998,
The Beacon Arnaiz Tower,2010,
Wenxin United Press Building,1996,
Sincere Financial Center Tower A,2012,"124,688"
Sincere Financial Center Tower B,2012,
Lanzhou City Plaza Building 4,2015,
The Mark,2014,"70,745"
Millennium Tower,2004,"106,933"
Al Bidda Tower,2006,
Two World Financial Center,,"247,793"
Wharf Cable Tower,1992,"127,985"
Lake Point Tower,1965,"120,773"
1095 Avenue of the Americas,2006,
River East Center,1999,
Al Bateen Residential Tower,,
Century Emperor South,2006,
Torre Paradox,2014,
Gundae Posco The Star City Tower A,2006,
Yacht Club Tower,2008,
Malak Tower,2004,
Milano Residences,2011,
One Shenzhen Bay Tower 5,,
570 Lexington Avenue,1929,"42,577"
Midtown Office Tower,2013,
Mansions at Acqualina,2012,
Preatoni Tower,2007,
Bay Adelaide Centre East Tower,2013,
Shangri-La Hotel,2001,"114,000"
Samrya Twin Towers East,2008,
Samrya Twin Towers West,2008,
Walton Plaza,2002,"86,859"
China Insurance Mansion,,"73,000"
Aigburth,1997,
SOCAR Tower,2011,"100,047"
JP Tower,2013,"54,502"
E Condos South,2014,
The Palazzo,2004,
Porsche Design Tower,2013,"76,966"
Grand Hyatt Dalian,2011,"79,000"
Grand Plaza Apartments,2000,
Sama Beirut,2010,"1,050"
Sumitomo Fudosan Shinjuku Grand Tower,2008,"180,111"
Tornado Tower,,"80,000"
1 New York Plaza,,
Al Salam Tecom Tower,2005,"94,500"
Lanzhou City Plaza Building 2,2015,
Lanzhou City Plaza Building 3,2015,
Le Point Tower 10,,
Le Point Tower 8,,
Le Point Tower 9,,
Titanium La Portada,2007,"132,736"
Vision City Tower 2,,
Vision City Tower 3,,
Vision City Tower 5,,
Wisma Mulia,1997,
The Distinction,2013,
Discovery Complex Residential Tower,2012,
One Central,2008,
Qingdao Landmark Center - Tower B,2013,
AXA Tower,2009,
Torre Altus,1994,"29,500"
Sinn Sathorn Tower,,"100,000"
River International A,2007,
River International B,2007,
KEPCO Headquarters,,"106,497"
Discovery Complex Office Tower,2012,
Lodha Altamount,2013,
Harumi Island Triton Square Tower X,1994,"125,696"
Four Seasons Hotel & Private Residences,2007,
Tencent Seafront Tower 2,2012,
Wanda East Port Tower 4,2009,
Suzhou Center Plaza 2,2014,
Grand Hyatt Shenzhen,2007,"72,000"
One One One Eagle Street,2008,"88,345"
155 North Wacker,2007,"115,906"
1 MiMA Tower,2007,
Anthill Residence 1,2008,
Anthill Residence 2,2008,
Sanno Park Tower,,"219,215"
Evergrande Huazhi Office Tower,,"59,270"
UOB Plaza,1997,
Echo Brickell,2015,
825 South Hill,2016,
Tower 28,2014,"30,716"
Thai Wah Tower II,,"57,000"
Tricolour 1,2010,
Shangri-La Colombo Residential Tower 1,2014,
Shangri-La Colombo Residential Tower 2,2014,
SEBA Tower,2008,
Ciftci Tower A,2012,
Ciftci Tower B,2012,
Tour Majunga,2011,"69,500"
Pudong Financial Plaza Tower 1,2012,
Guangzhou Electric Power Building,,
DBS Bank Tower,2008,"73,000"
"NatWest Tower, Times Square",,
Jade Signature,2014,"91,000"
ASE Center R1,2006,
Raheja Vivarea 1,2008,
Raheja Vivarea 2,2008,
Raheja Vivarea 3,2008,
Raheja Vivarea 4,2014,
Saigon Centre 2,2013,
Sama Tower,2006,"93,950"
Leo Burnett Building,1986,"130,063"
One PPG Place,1981,"139,353"
One First National Center,1999,"67,819"
345 Park Avenue,,"148,644"
Admiral Baysuites,2011,"65,573"
Tencent Tower,,"88,180"
Noble Tower,2003,"70,000"
City Tower Hiroshima,2013,
The Parkhouse Nakanoshima Tower,2014,
Manhattan Hill 1-2,,
Ashok Towers D,2007,
Suncorp Place,1970,
ASHTON Asoke,2015,
Nippon Television Tower,2000,"131,500"
BG Group Place,2008,"117,324"
Mercantile Building,1929,"32,276"
Langham Place,2007,"51,023"
Venetian Tower,2004,
The Heritage at Millennium Park,2002,"103,938"
Nihonbashi Mitsui Tower,2002,"133,855"
Encore,2006,
Millennium Residence 1,2006,
Millennium Residence 4,2006,
Mint at Riverfront,2006,"123,463"
W New York Downtown Hotel & Residences,2006,
Bukkhamseen Tower,2004,
Grace Plaza,,"137,360"
Safeco Plaza,1966,
Home Insurance Plaza,1964,"84,309"
The Tokyo Towers Mid Tower,2004,
The Tokyo Towers Sea Tower,2004,
Z??ota 44,2008,"77,072"
Vanbo Plaza South Tower,2011,
Vision City Tower 1,,
