Pattaya Park Beach Hotel,Pattaya,TH,180,55,1995,concrete,hotel,,
Costa del Este Country Club 1,Panama City,PA,180,54,2013,concrete,residential,2009,
Omkar Alta Monte Tower A,Mumbai,IN,180,53,2016,concrete,residential,2011,
Park City Toyosu Building A,Tokyo,JP,180,52,2008,concrete,residential,,
Proud Tower Shinonome Canal Court,Tokyo,JP,180,52,2012,concrete,residential,2010,"78,341"
Sky Residences,Panama City,PA,180,51,2009,concrete,residential,2007,
The Merton 3,Hong Kong,CN,180,51,2005,concrete,residential,1998,
Bay Central 2,Dubai,AE,180,50,2012,concrete,residential,2009,
Gold Pearl Tower,Manama,BH,180,50,2008,concrete,residential,2005,
Mazaya Business Avenue 1,Dubai,AE,180,50,2011,concrete,office,2006,
Mazaya Business Avenue 2,Dubai,AE,180,50,2011,concrete,office,2006,
Mazaya Business Avenue 3,Dubai,AE,180,50,2011,concrete,office,2006,
Silver Pearl Tower,Manama,BH,180,50,2008,concrete,residential,2005,
Vinhomes Central Park Residential Tower 13,Ho Chi Minh City,VN,180,50,2017,concrete,residential / retail,,
Whizdom Essence,Bangkok,TH,180,50,2019,concrete,residential,,
West Bay 44,Doha,QA,180,49,2009,concrete,residential,,
Asian Packaging Center Mansion East Tower,Hangzhou,CN,180,47,2013,concrete,office,,
Green View Apartments R5,Shenzhen,CN,180,47,2016,concrete,residential,,
Al Dana Tower,Sharjah,AE,180,46,2007,concrete,residential,2005,
Shang Grand Tower,Makati,PH,180,46,2006,concrete,residential,2003,
Chongqing 101 Mansion T2,Chongqing,CN,180,45,2019,concrete,serviced apartments / retail,2015,"96,000"
Greenview Hongshuwan Yihao Tower A,Shenzhen,CN,180,45,2018,concrete,residential / hotel / office,2014,
Grosvenor Place,Sydney,AU,180,45,1988,composite,office,1984,"90,000"
Varyap Meridian C Block,Istanbul,TR,180,45,2013,concrete,residential,2009,
NEC Supertower,Tokyo,JP,180,44,1990,steel,office,,"145,161"
Supertech Nova East,Noida,IN,180,44,2018,concrete,residential,,
Supertech Nova West,Noida,IN,180,44,2018,concrete,residential,,
LKG Tower,Makati,PH,180,43,1998,concrete,office,,"66,810"
Palladium Tower,Istanbul,TR,180,43,2014,concrete,office,2012,
Pudong Shangri-La Hotel Extension,Shanghai,CN,180,43,2005,concrete,residential / hotel,2002,
Asian Packaging Center Mansion West Tower,Hangzhou,CN,180,42,2013,concrete,office,,
Northern Lights 1,Astana,KZ,180,42,2008,concrete,residential,,
Citigroup Tower,Shanghai,CN,180,41,2004,composite,office,2001,"118,911"
Poly Tower V,Guangzhou,CN,180,40,2011,composite,office,,
Sunshine Tower,Mumbai,IN,180,40,2011,composite,office,2009,
The Bund Finance Center North,Shanghai,CN,180,40,2016,concrete,office,2012,"95,000"
The Bund Finance Center South,Shanghai,CN,180,40,2016,concrete,office,2012,"95,000"
Tipco Tower,Bangkok,TH,180,40,1996,concrete,office,1994,"64,000"
Torres Cuarzo Office Tower,Mexico City,MX,180,40,2017,composite,office,2014,"48,354"
Yuexiu City Plaza South Tower,Guangzhou,CN,180,39,2006,concrete,residential,,
Fengxian SME Building,Shanghai,CN,180,38,2016,concrete,office,2011,
Sendai Trust Tower,"Sendai, Miyagi",JP,180,37,2010,composite,hotel / office,2007,"125,296"
Shibuya Stream,Tokyo,JP,180,37,2018,steel,office / hotel,2015,
Centro de Gobierno Plaza Civica,Monterrey,MX,180,36,2010,composite,government,2007,
Fairmont Austin,Austin,US,180,36,2018,concrete,hotel,2015,"38,579"
Tokyo Garden Terrace Kioicho - Kioi Tower,Tokyo,JP,180,36,2016,steel,office / retail,2013,"110,000"
Alphaland Tower,Makati,PH,180,35,2013,concrete,office,2011,
Bank of Pansin Tower 1,Banciao City,TW,180,34,2010,concrete,office,,
Jin Wan Plaza 3,Tianjin,CN,180,33,2013,concrete,office,2010,
Pacific Place Apartments 1,Jakarta,ID,180,32,2007,concrete,residential / retail,2005,
Pacific Place Apartments 2,Jakarta,ID,180,32,2007,concrete,residential,2005,
Shanghai Securities Exchange Building,Shanghai,CN,180,26,1997,composite,office,1993,"11,691"
Skyland Hotel Tower,Istanbul,TR,180,-,2018,concrete,hotel,2013,
Wanxiang City Tower 4,Hangzhou,CN,180,-,2014,concrete,residential,2012,
Chengdu Renheng Fraser Suites,Chengdu,CN,179.9,40,2010,concrete,office,2007,
1000 Lake Shore Plaza,Chicago,US,179.8,55,1964,concrete,residential,,
388 Bridge Street,New York City,US,179.8,51,2014,concrete,residential,2012,"42,915"
One Financial Center,Boston,US,179.8,46,1984,steel,office,,"111,483"
Thurgood Marshall U.S. Court House,New York City,US,179.8,37,1936,steel,office,1932,
Banyan Garden 3,Hong Kong,CN,179.8,53,2003,concrete,residential,2001,
Yeonsu Daewoo Prugio Park View Tower A,Incheon,KR,179.8,43,2011,concrete,residential,2008,
30 St Mary Axe,London,GB,179.8,40,2004,steel,office,2000,"64,470"
Powerlong Center Tower 2,Tianjin,CN,179.7,43,2017,composite,residential,2011,
People's Daily New Headquarters,Beijing,CN,179.7,33,2015,concrete,office,2010,"88,856"
CASA III,Toronto,CA,179.6,55,2018,concrete,residential / office / retail,2015,"38,454"
Sundale Apartments,Gold Coast,AU,179.6,55,2016,concrete,residential,2014,
The Clare,Chicago,US,179.5,53,2009,concrete,residential,2006,"69,677"
The Riverside 1,Guangzhou,CN,179.4,50,2009,concrete,residential,2004,
The Riverside 2,Guangzhou,CN,179.4,50,2009,concrete,residential,2004,
DUO Tower,Singapore,SG,179.4,39,2018,concrete,hotel / office,2013,"99,950"
Grand Front Osaka Tower A,Osaka,JP,179.4,39,2013,steel,office / retail,,
Sky House,New York City,US,179.3,54,2008,concrete,residential,2005,
Sumitomo Fudosan Mita Twin Building West,Tokyo,JP,179.3,43,2006,composite,hotel / office,2003,"98,503"
Botanica Tower,Dubai,AE,179.3,42,2012,concrete,residential,2009,
Akasaka Biz Tower,Tokyo,JP,179.3,39,2008,steel,office,2005,"218,853"
The Millenium Hilton,New York City,US,179.2,58,1992,concrete,hotel,1988,"46,500"
One Wells Fargo Center,Charlotte,US,179.2,42,1988,steel,office,1986,"90,341"
Marina City I,Chicago,US,179.2,61,1964,concrete,residential,1960,
Marina City II,Chicago,US,179.2,61,1964,concrete,residential,1960,
Metropolitan Heights Tower 2,Tianjin,CN,179,53,2013,concrete,residential,2008,
Pacific Plaza Tower 1,Taguig City,PH,179,52,1999,concrete,residential,,
Pacific Plaza Tower 2,Taguig City,PH,179,52,1999,concrete,residential,,
Hilton Istanbul Bomonti Hotel & Conference Center,Istanbul,TR,179,48,2013,concrete,hotel,2010,
Tour Total Coupole,Courbevoie,FR,179,48,1985,concrete,office,1982,"130,000"
Pacific Village 1,Panama City,PA,179,47,2009,concrete,residential,2005,
Pacific Village 2,Panama City,PA,179,47,2009,concrete,residential,2005,
Public Mutual Tower,Kuala Lumpur,MY,179,42,2016,concrete,office,2011,
Al Seef Tower II,Dubai,AE,179,40,2008,concrete,residential,2005,
Marunouchi Building,Tokyo,JP,179,37,2002,steel,office,,"159,861"
Otemachi Place West Tower,Tokyo,JP,179,35,2018,steel,office,2015,"199,000"
Lanzhou Center Hilton Hotel,Lanzhou,CN,179,32,2018,concrete,hotel,2013,
Time-Life Building,New York City,US,178.9,48,1959,steel,office,,"130,000"
Jacob K. Javits Federal Building,New York City,US,178.9,41,1967,steel,office,1963,"297,290"
Optima Signature,Chicago,US,178.9,57,2017,concrete,residential,2014,"59,674"
Fu Jia International Finance Centre,Shenyang,CN,178.9,45,2017,concrete,residential / office,2014,
UpperHills North Tower 1B,Shenzhen,CN,178.9,49,2015,concrete,residential,2012,
UpperHills North Tower 2B,Shenzhen,CN,178.9,49,2015,concrete,residential,2012,
China Merchants Bank,Shenzhen,CN,178.9,35,2018,composite,office,2012,
Hong Kong and Shanghai Banking Corporation Headquarters,Hong Kong,CN,178.8,43,1985,steel,office,1983,"99,171"
Kachidoki The Tower,Tokyo,JP,178.8,53,2016,steel,residential,2014,
Icon Brickell North Tower,Miami,US,178.6,58,2008,concrete,residential,2006,"87,073"
Icon Brickell South Tower,Miami,US,178.6,58,2008,concrete,residential,,"72,861"
Jardine House,Hong Kong,CN,178.5,52,1973,concrete,office,,"100,000"
Atlanta Centre,San Juan (PH),PH,178.5,35,-,concrete,office,,
Park Tower Harumi,Tokyo,JP,178.5,48,2019,composite,residential,2016,
W-Comfort Towers East,Tokyo,JP,178.5,54,2004,concrete,residential,,"90,108"
INDX Condominiums,Toronto,CA,178.2,54,2016,concrete,residential,,"47,051"
Al Ayaan Lulu Tower,Sharjah,AE,178,51,2006,concrete,residential,,"32,388"
Horizons 101 Tower 1,Cebu,PH,178,55,2017,concrete,residential,2012,
Suseong We've The Zenith 101,Daegu,KR,178,54,2009,concrete,residential,2006,
Suseong We've The Zenith 102,Daegu,KR,178,54,2009,concrete,residential,2006,
Birch Tower,Manila,PH,178,52,2012,concrete,residential,2009,
China Resources Building,Hong Kong,CN,178,50,1983,concrete,office,1980,"99,000"
Aspire at Nuvo City,Quezon City,PH,178,49,2012,concrete,residential,2010,
Leopardus,Istanbul,TR,178,48,2015,concrete,residential / hotel,2011,
Vorobiovy Gory Tower II,Moscow,RU,178,48,2004,concrete,residential,,
Huayuan Center Tower 1B,Changsha,CN,178,47,2015,concrete,residential,2011,
Keio Plaza North Building,Tokyo,JP,178,47,1971,steel,hotel,1968,
Tour Areva,Courbevoie,FR,178,44,1974,concrete,office,,"102,500"
International Towers Sydney Tower 2,Sydney,AU,178,43,2015,concrete,office,2013,"98,658"
Roche Turm Bau 1,Basel,CH,178,41,2015,concrete,office,2012,"76,000"
Al Fardan Tower 1,Doha,QA,178,40,2007,concrete,residential,2005,
W Times Square,New York City,US,177.9,53,2002,concrete,hotel,,
Jin Sha Gang Wan 12#,Chongqing,CN,177.8,52,2006,concrete,residential,2004,"70,108"
Jin Sha Gang Wan 13#,Chongqing,CN,177.8,52,2006,concrete,residential,2004,"70,108"
Rhythm Pahol-Ari,Bangkok,TH,177.8,54,2014,concrete,residential,2011,
One Shenton Tower 2,Singapore,SG,177.7,42,2011,concrete,residential,2007,
55 East Monroe,Chicago,US,177.6,49,2013,concrete,residential / office,,"157,529"
Trump International Hotel & Tower,New York City,US,177.6,44,1970,steel,residential / hotel,1968,"48,293"
Shimao Wulihe City 1#,Shenyang,CN,177.6,58,2011,concrete,residential,2008,
Shimao Wulihe City 4#,Shenyang,CN,177.6,58,2012,concrete,residential,,
Shimao Wulihe City 8#,Shenyang,CN,177.6,58,2014,concrete,residential,,
Shimao Wulihe City 9#,Shenyang,CN,177.6,58,2014,concrete,residential,,
Neo Sky Dome Tower C,Banciao City,TW,177.6,43,2010,concrete,residential,,
Neo Sky Dome Tower D,Banciao City,TW,177.6,43,2010,concrete,residential,,
Hongfa QCC Tower A,Shenzhen,CN,177.6,53,2018,concrete,residential,2015,
Hongfa QCC Tower B,Shenzhen,CN,177.6,53,2018,concrete,residential,2015,
Hongfa QCC Tower C,Shenzhen,CN,177.6,53,2018,concrete,residential,2015,
Hongfa QCC Tower D,Shenzhen,CN,177.6,53,2018,concrete,residential,2015,
Hongfa QCC Tower E,Shenzhen,CN,177.6,53,2018,concrete,residential,2015,
Hongfa QCC Tower F,Shenzhen,CN,177.6,53,2018,concrete,residential,2015,
Hongfa QCC Tower G,Shenzhen,CN,177.6,53,2018,concrete,residential,2015,
IQ-Quarter Tower 2,Moscow,RU,177.5,42,2016,concrete,office,2006,
Gulf Tower,Pittsburgh,US,177.4,44,1932,steel,office,1930,
Crain Communications Building,Chicago,US,177.4,41,1983,concrete,office,1982,"65,961"
Terminal 21,Bangkok,TH,177.4,30,2011,concrete,residential / hotel / retail,2008,"145,203"
Generali Tower,Milan,IT,177.4,43,2017,concrete,office,2014,"66,785"
A2 Tower 3 Harumi,Tokyo,JP,177.3,51,2015,steel,residential,,
A3 Tower 3 Harumi,Tokyo,JP,177.3,51,2015,steel,residential,,
Millennium Palace,Balneario Camboriu,BR,177.3,46,2014,concrete,residential,2011,"23,783"
Campbell Mithun Tower,Minneapolis,US,177.2,42,1985,steel/concrete,office,1983,"83,712"
360 Condominiums,Austin,US,177.1,45,2008,concrete,residential,2006,
North Pier Apartments,Chicago,US,177.1,61,1990,concrete,residential,,
Niagara Falls Hilton Fallsview North Tower,Niagara Falls,CA,177.1,58,2009,concrete,hotel,2007,
3 Jackson Park,New York City,US,177.1,54,2018,concrete,residential,2015,"62,465"
Grand Waterfront 1-5,Hong Kong,CN,177,57,2007,concrete,residential,,"20,613"
Grand Waterfront 6,Hong Kong,CN,177,57,2007,concrete,residential,,"20,613"
Altitude Apartments Tower A,Parramatta,AU,177,55,2017,concrete,office / retail,2014,
JBR Area B Tower B03 T01,Dubai,AE,177,54,2007,concrete,residential,2004,
Sadaf 4,Dubai,AE,177,54,2007,concrete,residential,2004,
Sofitel Dubai Jumeirah Beach,Dubai,AE,177,54,2007,concrete,residential,2004,
The Oakhill,Hong Kong,CN,177,53,2011,concrete,residential,2008,
Azura,Hong Kong,CN,177,51,2012,concrete,residential,2010,
City Tower Nishi-Umeda,Osaka,JP,177,50,2006,concrete,residential,2004,"52,740"
Gundae Posco The Star City Tower B,Seoul,KR,177,50,2008,concrete,residential,2006,
North Point Tower 2,Pattaya,TH,177,46,2010,concrete,residential,2006,
Banyan Tree Residences Riverside,Bangkok,TH,177,45,2019,concrete,residential,2016,
The Troika Tower 2,Kuala Lumpur,MY,177,44,2010,concrete,residential,2006,
China Mobile Building,Shenzhen,CN,177,40,2015,concrete,office,2011,
CMBC Tower,Shanghai,CN,177,39,2008,composite,office,2005,"94,256"
Beach Tower,Jeddah,SA,177,36,2014,concrete,residential / hotel,2007,
Otemachi Financial City South Tower,Tokyo,JP,177,34,2012,steel,office,2010,"132,500"
Wanhui Centre T2,Chongqing,CN,177,-,2017,concrete,office / retail,2014,
Citadel Center,Chicago,US,176.8,39,2003,steel,office,2000,"142,750"
Mersin Complex,Mersin,TR,176.8,52,1987,concrete,hotel / office,1986,
Stevens Tower,New York City,US,176.8,42,1971,steel,office,,
The Mansion on Peachtree,Atlanta,US,176.8,42,2008,concrete,residential / hotel,2006,
One AT&T Plaza,Dallas,US,176.8,37,1984,steel,office,1981,
Municipal Building,New York City,US,176.8,34,1914,steel,office,1909,
Eighth Avenue Place West Tower,Calgary,CA,176.7,40,2014,composite,office,2012,"78,137"
Haeundae Hillside We've Tower 102,Busan,KR,176.5,53,2014,concrete,residential,2010,"47,761"
Haeundae Hillside We've Tower 202,Busan,KR,176.5,52,2014,concrete,residential,2010,"42,437"
Ross Tower,Dallas,US,176.5,45,1984,concrete,office,,"109,041"
Regions Building,Tampa,US,176.5,42,1992,steel,office,1990,"51,290"
Two Houston Center,Houston,US,176.5,40,1974,steel,office,,"95,221"
Anandamaya Three,Jakarta,ID,176.4,45,2018,concrete,residential,2015,
Anandamaya Two,Jakarta,ID,176.4,45,2018,concrete,residential,2015,
Shin Kong Place T1,Chongqing,CN,176.3,37,2017,concrete,office,2014,
Shin Kong Place T2,Chongqing,CN,176.3,37,2017,concrete,office,2014,
1 King West,Toronto,CA,176.2,51,2005,concrete,residential / hotel,2002,
One California Plaza,Los Angeles,US,176.2,42,1985,steel,office,1983,"87,037"
Shenyang New World Center Tower D,Shenyang,CN,176.2,42,2017,concrete,serviced apartments,2013,
Far East Finance Centre,Hong Kong,CN,176.1,48,1982,steel,office,,"48,073"
Edelweiss,Moscow,RU,176,43,2003,concrete,residential,2000,"105,000"
Miyana - Tower 1,Mexico City,MX,176,43,2017,concrete,residential,2014,
Torre Global Bank,Panama City,PA,176,43,2005,concrete,office,2002,
The Dome,Dubai,AE,176,41,2012,concrete,office,2006,
Rotana Arwa Tower,Doha,QA,176,39,2016,concrete,serviced apartments / hotel,2008,
Kasumigaseki Common Gate West Building,Tokyo,JP,176,38,2007,steel,office,2005,"118,713"
Torre M,Mexico City,MX,176,35,2019,composite,office,2016,"62,000"
Kotelnicheskaya Naberezhnaya,Moscow,RU,176,32,1952,steel,residential,1948,
The Atlantic,Atlanta,US,175.9,46,2009,concrete,residential,2007,"75,657"
520 Madison Avenue,New York City,US,175.9,43,1982,concrete/steel,office,1980,"92,580"
One World Financial Center,New York City,US,175.9,37,1985,steel,office,,"140,388"
Alye Parusa 4,Moscow,RU,175.6,48,2003,concrete,residential,2001,
Chongqing Nationality Plaza B,Chongqing,CN,175.6,43,1998,concrete,hotel,1995,"148,000"
Merchandise Mart,New York City,US,175.6,42,1973,steel,office,,
Absolute World Building D,Mississauga,CA,175.6,56,2012,concrete,residential,2007,"40,069"
Billionaire Royale,Hong Kong,CN,175.5,54,2010,concrete,residential,,
The Vue,Charlotte,US,175.5,50,2010,concrete,residential,2008,
The Central 2,Ho Chi Minh City,VN,175.5,47,2016,concrete,residential / retail,,
The Landmark 1,Ho Chi Minh City,VN,175.5,47,2017,concrete,residential / retail,,
The Park 5,Ho Chi Minh City,VN,175.5,47,2016,concrete,residential / retail,,
Vinhomes Central Park Tower 3,Ho Chi Minh City,VN,175.5,47,2016,concrete,residential,,
Two International Finance Center,Seoul,KR,175.5,29,2012,composite,office,2009,
The Avery,San Francisco,US,175.3,56,2019,concrete,residential,2017,
5 Times Square,New York City,US,175.3,40,2002,steel,office,2000,"95,000"
300 Madison Avenue,New York City,US,175.3,38,2003,steel,office,2001,"106,133"
Lehman Building,New York City,US,175.3,38,2001,steel,office,1999,
Maybank Tower,Singapore,SG,175.3,32,2002,steel,office,,
The Pakubuwono Spring Applewood,Jakarta,ID,175.2,42,2018,concrete,residential,2014,
Grand Front Osaka Tower B,Osaka,JP,175.2,40,2013,steel,office / retail,,
Kyungdong Jade 103,Busan,KR,175.1,47,2012,concrete,residential,2008,"66,961"
Oscar by the Sea Tower 5,Hong Kong,CN,175.1,59,2002,concrete,residential,,
Yantai Shimao No. 4,Yantai,CN,175,54,2011,concrete,residential,2008,
Journal Squared 3,Jersey City,US,175,53,2016,concrete,residential,2014,
China Resources Shenzhen Bay Yuefu Phase 1 Tower 1,Shenzhen,CN,175,52,2017,concrete,residential,,
Vianni Cove 2,Hong Kong,CN,175,52,2003,concrete,residential,,
Vianni Cove 3,Hong Kong,CN,175,52,2003,concrete,residential,,
Jade on the Beach,Sunny Isles Beach,US,175,51,2008,concrete,residential,2004,
Coastal International Center Tower 1,Dalian,CN,175,50,2010,concrete,residential,2008,
Coastal International Center Tower 2,Dalian,CN,175,50,2010,concrete,residential,2008,
Coastal International Center Tower 3,Dalian,CN,175,50,2010,concrete,residential,2008,
Carew Tower,Cincinnati,US,175,49,1931,steel,office,1929,
Victorian,Mumbai,IN,175,48,2016,concrete,residential,2013,
Mohammed Ibrahim Tower,Dubai,AE,175,47,2010,concrete,residential,2007,
The # Central Park III Tower 101,Incheon,KR,175,46,2015,concrete,residential,2013,
The # Central Park III Tower 102,Incheon,KR,175,46,2015,concrete,residential,2013,
The # Central Park III Tower 103,Incheon,KR,175,46,2015,concrete,residential,2013,
Robinsons Equitable Tower,Pasig,PH,175,45,1997,concrete,office,1995,
Media One Tower,Dubai,AE,175,43,2008,concrete,office / hotel,2005,
Enterprise Square 3,Hong Kong,CN,175,41,2004,concrete,office,2001,
Wanyin International 1,Hangzhou,CN,175,41,2010,composite,office,2007,
Harumi Island Triton Square Tower Y,Tokyo,JP,175,40,2000,steel,office,1997,"113,296"
Kuwait Building Tower,Kuwait City,KW,175,40,2012,concrete,office,2007,
Wanda East Port Tower 2,Dalian,CN,175,38,2012,concrete,hotel,2009,
Edificio Coltejer,Medellin,CO,175,37,1972,concrete,office,1968,
Iris Bay,Dubai,AE,175,35,2015,concrete,office,2006,"36,000"
New York Marriott Marquis Hotel,New York City,US,175,56,1985,steel,hotel,,
Wells Fargo Center,Seattle,US,175,47,1983,steel,office,,"87,753"
299 Park Avenue,New York City,US,175,42,1967,steel,office,1965,"93,564"
Tavistock II,Hong Kong,CN,175,46,1999,concrete,residential,1997,
The Fordham,Chicago,US,174.8,52,2003,concrete,residential,2001,
The Parkhouse Harumi Towers Tiaro Residence,Tokyo,JP,174.7,49,2016,steel,residential,2013,
Dai Nagoya Building,Nagoya,JP,174.7,34,2015,concrete,office / retail,2013,
Victoria Tower,Mumbai,IN,174.7,45,2015,concrete,residential,2009,
190 South LaSalle,Chicago,US,174.7,40,1987,steel,office,1985,"83,612"
575 Market Street,San Francisco,US,174.7,40,1975,steel,office,,"472,564"
The # Central Park II 203,Incheon,KR,174.6,52,2011,concrete,residential,2008,
Reflections at Keppel Bay Tower 1A,Singapore,SG,174.5,41,2011,concrete,residential,2007,
Reflections at Keppel Bay Tower 2B,Singapore,SG,174.5,41,2011,concrete,residential,2007,
Reflections at Keppel Bay Tower 3B,Singapore,SG,174.5,41,2011,concrete,residential,2007,
Ocean Shores Tower 1-3,Hong Kong,CN,174.4,58,2001,concrete,residential,1998,
Ocean Shores Tower 15,Hong Kong,CN,174.4,58,2003,concrete,residential,2000,
Ocean Shores Tower 16-17,Hong Kong,CN,174.4,58,2003,concrete,residential,2000,
Ocean Shores Tower 5,Hong Kong,CN,174.4,58,2001,concrete,residential,1998,
Ocean Shores Tower 6,Hong Kong,CN,174.4,58,2001,concrete,residential,1998,
Ocean Shores Tower 7,Hong Kong,CN,174.4,58,2002,concrete,residential,1999,
Ocean Shores Tower 8,Hong Kong,CN,174.4,58,2002,concrete,residential,1999,
Ocean Shores Tower 9-10,Hong Kong,CN,174.4,58,2002,concrete,residential,1999,
KKR2 Tower,Kuala Lumpur,MY,174.4,37,2014,concrete,office,2010,"51,516"
Socony Mobil Building,New York City,US,174.4,42,1956,steel,office,,"102,192"
Oxley Tower,Singapore,SG,174.3,32,2018,concrete,office / retail,2014,
One Roxas Triangle,Makati,PH,174.3,51,2000,concrete,residential,,
1290 Avenue of the Americas,New York City,US,174,43,1963,steel,office,1961,"189,987"
Robinsons Summit Center,Makati,PH,174,38,2000,concrete,office,,
The Pavilia Bay Tower 2,Hong Kong,CN,174,48,2018,concrete,residential,2015,
Financial Park,Panama City,PA,174,46,2015,concrete,office,,
Alameda Jardins Residence,Balneario Camboriu,BR,174,45,2015,concrete,residential,2013,
Central Plaza One,Brisbane,AU,174,44,1988,concrete,office,,
Q Sukhumvit,Bangkok,TH,174,40,2018,concrete,residential,2015,
Dusit Residence,Dubai,AE,174,35,2008,concrete,residential,2005,
The International Bank Plaza,Xiamen,CN,174,32,2002,concrete,office,,"56,166"
One South Dearborn,Chicago,US,173.9,39,2005,composite,office,2003,
Metro Plaza Tower I,Hong Kong,CN,173.9,47,1992,concrete,office,,
Onterie Center,Chicago,US,173.7,58,1986,concrete,residential / office,,"85,470"
780 3rd Avenue,New York City,US,173.7,49,1983,concrete,office,,"43,600"
Four Embarcadero Center,San Francisco,US,173.7,45,1984,steel,office,,
600 3rd Avenue,New York City,US,173.7,42,1971,steel,office,,
H Office Tower,Dubai,AE,173.5,40,2007,concrete,office,2004,
Loews Chicago Hotel,Chicago,US,173.4,54,2015,concrete,residential / hotel,2012,"86,121"
One Embarcadero Center,San Francisco,US,173.4,45,1970,steel,office,,
Dream Tower,Dubai,AE,173.4,43,2015,concrete,residential,2008,
Success Tower 2,Toronto,CA,173.3,55,2010,concrete,residential,2007,"45,802"
Penobscot Building,Detroit,US,173.3,47,1928,steel,office,1927,"72,137"
Qingdao Landmark Center - Tower A,Qingdao,CN,173.3,42,2017,composite,residential,2013,
Tokyo Shiodome Building,Tokyo,JP,173.2,37,2005,steel,hotel / office,2002,"192,257"
HKRI Centre Two,Shanghai,CN,173.2,33,2017,composite,office,2012,
The Ashland,New York City,US,173.1,52,2016,concrete,residential,2014,
450 Lexington Avenue,New York City,US,173.1,38,1991,steel,office,1988,"84,634"
Jamieson Place,Calgary,CA,173.1,38,2009,concrete,office,2007,"82,683"
Chicago Temple Building,Chicago,US,173.1,23,1924,steel,office / religious,1922,
R&F Profit Plaza,Guangzhou,CN,173.1,42,2006,concrete,office,2004,"114,971"
MY80,Melbourne,AU,173,55,2014,concrete,residential,2012,"44,305"
Shimao Riviera Garden 1,Shanghai,CN,173,53,2000,concrete,residential,,
Twin Oaks Place East Tower,Mandaluyong,PH,173,43,2018,concrete,residential,2011,
Hyatt Regency Andares,Zapopan,MX,173,41,2017,concrete,residential / hotel,2014,"71,048"
Solae Elevator Testing Facility,Inazawa,JP,173,40,2007,concrete,industrial,,
Siroco Tower,Mexico City,MX,173,36,2015,concrete,retail / residential,2010,910
Castlereagh Centre,Sydney,AU,173,31,1989,concrete,office,1987,"30,000"
Residence Antilia,Mumbai,IN,173,27,2010,composite,residential,2006,
The Hansar,Bangkok,TH,173,43,2011,concrete,hotel / residential,2006,"46,167"
Ponte Tower,Johannesburg,ZA,172.8,54,1975,concrete,residential,,
Paramount Tower,New York City,US,172.8,51,1998,concrete,residential,,"58,020"
Torre Cavia,Buenos Aires,AR,172.8,44,2009,concrete,residential,2006,
Queen's Garden,Hong Kong,CN,172.7,34,1992,concrete,residential,1991,"39,880"
Ak-Asya Shopping Center & Tower,Istanbul,TR,172.6,55,2014,concrete,residential / office / retail,2011,
Shiodome Media Tower,Tokyo,JP,172.6,34,2003,steel,hotel / office,2000,"63,473"
One Indiabulls Iris Blu,Mumbai,IN,172.4,47,2018,concrete,residential,2013,
Park Axis Aoyama 1-chome Tower,Tokyo,JP,172.4,46,2007,concrete,residential,2004,
44 Montgomery,San Francisco,US,172.3,43,1967,steel,office,1966,"70,655"
Palmolive Building,Chicago,US,172.2,37,1929,steel,office,1927,
230 Park Avenue,New York City,US,172.2,35,1928,steel,office,,"121,897"
The ONE,Hong Kong,CN,172.1,24,2010,steel/concrete,retail,2006,"37,455"
China Resources Shenzhen Bay Yuefu Phase 1 Tower 2,Shenzhen,CN,172,51,2017,concrete,residential,,
Creek Tower,Abu Dhabi,AE,172,50,2014,concrete,residential,2010,
Greenland Plaza Apartment Block 1,Dalian,CN,172,50,2014,concrete,residential,2011,
Greenland Plaza Apartment Block 2,Dalian,CN,172,50,2014,concrete,residential,2011,
Greenland Plaza Apartment Block 3,Dalian,CN,172,50,2014,concrete,residential,2011,
Taedong Residences 1,Pyongyang,KP,172,50,2015,concrete,residential,2014,
The Dynasty 1,Hong Kong,CN,172,50,2009,concrete,residential / retail,,
The Dynasty 2,Hong Kong,CN,172,50,2009,concrete,residential / retail,,
Almoayyed Towers,Manama,BH,172,49,2003,composite,office,2001,"48,419"
Torre Mirage,Panama City,PA,172,48,1997,concrete,residential,,
Torre E,Bogota,CO,172,45,2017,concrete,office,2015,
Churchill Executive,Dubai,AE,172,43,2010,concrete,office,2006,
Dongguan Guangying Tower,Dongguan,CN,172,42,2011,concrete,,,
Spear Tower,San Francisco,US,172,42,1976,steel,office,,"135,645"
Enterprise Center Tower I,Makati,PH,172,40,2001,concrete,office,1998,"54,872"
Escape Tower,Dubai,AE,172,40,2006,concrete,residential,2004,
LIU East,San Pedro Garza Garc??a,MX,172,39,2013,concrete,residential,2010,
Vasant Grandeur,Mumbai,IN,172,38,2010,concrete,residential,,
111 Huntington Avenue,Boston,US,172,36,2002,steel,office,1999,"82,612"
Woqod Tower,Doha,QA,172,32,2012,concrete,office,2008,
Ministry of Foreign Affairs,Moscow,RU,172,27,1953,steel,office,1948,
Torre Renoir 2,Buenos Aires,AR,171.8,51,2012,concrete,residential,2007,
"Kementerian Pembangunan Wanita, Keluarga Dan Masyarakat",Putrajaya,MY,171.8,39,2011,concrete,hotel / office,2006,"90,299"
Fangchenggang North Bay Finance Center,Fangchenggang,CN,171.7,42,2017,composite,office,2013,
Sinar Mas Center 2,Shanghai,CN,171.7,39,2017,composite,hotel,2010,
Twin Oaks Place West Tower,Mandaluyong,PH,171.6,51,2014,concrete,residential,2011,"44,726"
