Shining Heights,Hong Kong,CN,213,55,2009,concrete,residential,2006,"32,200"
Corniche Tower,Ajman,AE,213,53,2010,concrete,residential,,
Meera Tower,Dubai,AE,213,52,2018,concrete,residential,2014,
The Pinnacle,Jakarta,ID,213,52,2008,concrete,residential,2004,
The St. Francis Shangri-la Place Tower 1,Mandaluyong,PH,212.9,60,2009,concrete,residential,2005,"107,473"
The St. Francis Shangri-la Place Tower 2,Mandaluyong,PH,212.9,60,2009,concrete,residential,2005,"197,473"
ACT Tower,Hamamatsu,JP,212.8,45,1994,steel,hotel / office,,
Wells Fargo Center,Denver,US,212.8,50,1983,composite,office,,"110,592"
Xiamen Financial Centre,Xiamen,CN,212.7,49,2013,composite,office,2010,"139,502"
500 Fifth Avenue,New York City,US,212.5,59,1931,steel,office,1930,
Georgia Pacific Tower,Atlanta,US,212.5,51,1981,steel,office,,
One Shell Square,New Orleans,US,212.5,51,1972,composite,office,,"116,778"
Sky Suites @ KLCC C,Kuala Lumpur,MY,212.3,61,2019,concrete,serviced apartments,2015,
Eighth Avenue Place East Tower,Calgary,CA,212.3,49,2011,composite,office,2008,"100,468"
Sorrento 5,Hong Kong,CN,212.1,62,2003,concrete,residential,2000,
Centum Star B,Busan,KR,212,60,2008,concrete,residential,2004,
Indi Home,Hong Kong,CN,212,56,2005,concrete,residential,,"54,935"
Tianhebei Tower,Guangzhou,CN,212,55,2015,concrete,office,2011,
Tanhyun Doosan We've the Zenith 101,Goyang,KR,212,53,2013,concrete,residential,2010,
Tanhyun Doosan We've the Zenith 107,Goyang,KR,212,53,2013,concrete,residential,2010,
The Tower,Jakarta,ID,212,50,2016,concrete,office,2013,
Keangnam Hanoi Residential Tower 1,Hanoi,VN,212,49,2011,concrete,residential,2008,
Keangnam Hanoi Residential Tower 2,Hanoi,VN,212,49,2011,concrete,residential,2008,
Menara Maxis,Kuala Lumpur,MY,212,49,1998,concrete,office,,"79,000"
Kanlong Taizi Hotel,Wuhan,CN,212,48,2018,composite,hotel / office,2012,
Ritz-Carlton Jakarta,Jakarta,ID,212,48,2005,concrete,hotel,,
Cathay Landmark,Taipei,TW,212,46,2014,steel,office,2011,
Xinjinqiao Mansion,Shanghai,CN,212,38,1996,steel,office,,
TaiKoo Hui Tower 1,Guangzhou,CN,212,40,2011,composite,office,2007,
AMA Plaza,Chicago,US,211.8,52,1972,composite,office,1971,"126,258"
345 California Center,San Francisco,US,211.8,48,1986,steel,hotel / office,,"83,344"
Poly Cultural Plaza,Wuhan,CN,211.8,46,2012,composite,office,2009,
Zhengda International Plaza 7,Luoyang,CN,211.8,50,2018,composite,office,2012,
Zhejiang International Building,Wuhan,CN,211.6,48,2014,composite,office,2011,
Torre Ejecutiva Pemex,Mexico City,MX,211.3,51,1984,steel,office,1979,"94,600"
Wynn International Financial Center,Xi?€?an,CN,211.2,47,2017,composite,office,,
JR Gate Tower,Nagoya,JP,211.1,46,2016,steel,office / hotel / retail,2012,
Jahoo Hong Kong City,Chongqing,CN,211,56,2008,concrete,hotel / office,2005,
Melbourne Central,Melbourne,AU,211,53,1991,steel,office,,"123,000"
Xindi Center Office Tower 1,Hefei,CN,211,50,2014,concrete,office,2010,
Vanke Times Square,Shenzhen,CN,211,47,2019,concrete,office,2016,
Pudong International Information Port,Shanghai,CN,211,41,2001,steel,office,1998,"101,188"
China Merchants Tower,Shenzhen,CN,211,38,2013,composite,office,2010,"107,000"
Americas Tower,New York City,US,210.9,48,1992,steel,office,,"86,771"
The Orchard Residences,Singapore,SG,210.9,56,2010,concrete,residential,2006,"38,240"
Jushang Plaza,Liuzhou,CN,210.7,42,2014,concrete,office,2010,
1400 Smith Street,Houston,US,210.5,50,1983,steel,office,,
East Harbour Place Tower 2,Dalian,CN,210.5,62,2018,concrete,serviced apartments / hotel,2011,
BDO Corporate Center Ortigas,Mandaluyong,PH,210.5,47,2015,concrete,office,2012,"84,640"
The Sentral Residences Tower A,Kuala Lumpur,MY,210.4,58,2017,concrete,residential,2011,
The Sentral Residences Tower B,Kuala Lumpur,MY,210.4,58,2017,concrete,residential,2011,
Grosvenor House The Residence,Dubai,AE,210.4,48,2011,concrete,residential,2007,
Grosvenor House West Marina Beach,Dubai,AE,210.4,48,2005,concrete,residential / hotel,2002,"130,000"
Shinjuku Sumitomo Building,Tokyo,JP,210.3,52,1974,steel,office,1971,"176,437"
LOHAS Park The Capitol Oslo,Hong Kong,CN,210,69,2009,concrete,residential,2006,
LOHAS Park The Capitol Whistler,Hong Kong,CN,210,69,2009,concrete,residential,2006,
Peace Hotel Tower B,Nanchang,CN,210,64,2013,concrete,hotel,2009,
Bashang Jie Global Center Residential Tower 1,Hefei,CN,210,63,2018,concrete,residential,2012,
Torre Aqualina,Panama City,PA,210,61,2008,concrete,residential,2004,
Fortune Center Residential Tower 1,Liuzhou,CN,210,60,2016,concrete,residential,2013,
Fortune Center Residential Tower 2,Liuzhou,CN,210,60,2017,concrete,residential,2013,
Fortune Center Residential Tower 3,Liuzhou,CN,210,60,2018,concrete,residential,2013,
Park Terraces Point Tower,Makati,PH,210,59,2016,concrete,residential,2011,
Al Rostamani Maze Tower,Dubai,AE,210,57,2010,concrete,residential / office,2006,
Asia-Pacific Center,Guiyang,CN,210,55,2016,concrete,office,,
Harmonious Century Tower A,Kunming,CN,210,55,2016,composite,office,2010,
Harmonious Century Tower B,Kunming,CN,210,55,2016,composite,office,2010,
Ryomyong Street 55-Storey Building,Pyongyang,KP,210,55,2017,concrete,residential,2016,
CRC Tower,Bangkok,TH,210,53,2001,concrete,office,,"63,000"
Mirae Scientists Street Residential Tower,Pyongyang,KP,210,53,2015,concrete,residential,2014,
Executive Towers Building M,Dubai,AE,210,52,2009,concrete,residential / hotel,2005,
Metropolitan Tower A,Suzhou,CN,210,52,2009,steel/concrete,residential,2007,
Metropolitan Tower B,Suzhou,CN,210,52,2009,steel/concrete,residential,2007,
Moi Tiandi,Taiyuan,CN,210,52,2015,composite,office,2012,
Ahcof City Plaza,Hefei,CN,210,51,2016,composite,office / retail,2012,
Capital Plaza Residential Towers,Abu Dhabi,AE,210,51,2011,concrete,residential,2006,
21st Century Mansion,Shanghai,CN,210,50,2009,composite,residential / hotel / office,2007,
AmBank Tower,Kuala Lumpur,MY,210,50,1998,concrete,office,,
Crowne Plaza Tower 1,Chongqing,CN,210,50,2014,concrete,hotel,2008,
Crowne Plaza Tower 2,Chongqing,CN,210,50,2014,concrete,hotel,2008,
Le Reve,Dubai,AE,210,50,2006,concrete,residential,2004,"75,000"
Yuda Group Headquarters Tower 1,Nanning,CN,210,50,2018,concrete,office,2015,
Solow Building,New York City,US,210,49,1974,steel,office,1968,"130,064"
China Resources Center Tower A,Liuzhou,CN,210,47,2018,concrete,office,2014,
Greenland Center Tower 8,Nanning,CN,210,47,2017,composite,office,2014,
New City International,Hefei,CN,210,47,2016,composite,office,2013,
Excellence Houhai Financial Center,Shenzhen,CN,210,46,2015,composite,office,2012,
Financial Street Nankai Center,Tianjin,CN,210,46,2015,composite,office,2012,
Suning Ruicheng Phase 1 E06 #1,Nanjing,CN,210,46,2015,concrete,office,2011,"96,890"
Suning Ruicheng Phase 1 E07 #2,Nanjing,CN,210,46,2015,concrete,office,2011,"92,053"
CNOOC New Tower 1,Shenzhen,CN,210,45,2016,composite,office,2012,
CNOOC New Tower 2,Shenzhen,CN,210,45,2016,composite,office,2012,
Dubai Tower,Dubai,AE,210,45,2011,concrete,residential,2005,
Fortune Financial Centre,Chongqing,CN,210,45,2017,concrete,office,2015,
Latifa Tower,Dubai,AE,210,45,2012,concrete,residential,2008,
Petron Megaplaza,Makati,PH,210,45,1998,concrete,office,,
One International Finance Centre,Hong Kong,CN,210,38,1999,steel,office,,"72,880"
SINIC Center,Nanchang,CN,210,35,2017,composite,office,2013,
Suning Ruicheng Phase 1 E08 #2,Nanjing,CN,210,34,2015,concrete,office,2011,"47,358"
Casa Domaine Tower 2,Jakarta,ID,209.9,57,2018,concrete,residential,2013,
Marine Midland Building,New York City,US,209.7,52,1967,steel,office,,"111,805"
The Independent,Austin,US,209.7,58,2019,concrete,residential,2016,"88,258"
One Raffles Place Tower 2,Singapore,SG,209.6,38,2012,composite,office,2008,"43,695"
Ritz-Carlton Hotel & Residences,Toronto,CA,209.5,54,2011,concrete,residential / hotel,2007,"114,075"
The Knightsbridge Residences,Makati,PH,209.4,62,2014,concrete,residential,2010,"91,357"
55 Water Street,New York City,US,209.4,53,1972,steel,office,,"341,913"
277 Park Avenue,New York City,US,209.4,50,1963,steel,office,1958,"164,206"
The Beekman Hotel & Residences,New York City,US,209.4,47,2017,concrete,residential / hotel,2014,
Wall Street Plaza,Nanchang,CN,209.4,50,2014,composite,office,2010,
Pacific Century Place Jakarta,Jakarta,ID,209.3,40,2017,composite,office,2014,"112,846"
Allianz Tower,Milan,IT,209.2,50,2015,concrete,office,2012,"81,615"
Horizon Skyline Garden Office Tower,Shenzhen,CN,209.2,44,2017,concrete,office,2014,
"Tower Palace One, Tower A",Seoul,KR,209.1,59,2002,composite,residential,1999,
"Tower Palace One, Tower C",Seoul,KR,209.1,59,2002,composite,residential,1999,
World Trade Centre 3,Jakarta,ID,209.1,44,2018,concrete,office,2013,
Navigation Tower,Doha,QA,209.1,53,2011,steel/concrete,office,2006,"70,000"
Grand Promenade Tower 1,Hong Kong,CN,209,63,2005,concrete,residential,2002,
Grand Promenade Tower 6,Hong Kong,CN,209,63,2005,concrete,residential,2002,
Waldorf Astoria Chicago,Chicago,US,209,60,2009,concrete,residential / hotel,2006,"62,672"
U-Residence Tower 2,Tangerang,ID,209,59,2015,concrete,residential,2013,
Oasis on the Bay,Panama City,PA,209,58,2012,concrete,residential,2008,
Tour Montparnasse,Paris,FR,209,58,1973,composite,office,1969,
The Kitahama,Osaka,JP,209,54,2009,concrete,residential,,"79,605"
Shinjuku Nomura Building,Tokyo,JP,209,53,1978,steel,office,,
Iset Tower,Yekaterinburg,RU,209,52,2015,concrete,residential,2010,"70,000"
Huabang World Trade City Tower 1,Hefei,CN,209,50,2014,composite,office,2011,
China Co-op Group Tower,Dalian,CN,209,41,2016,composite,office,2011,
Jiangsu TV Station Building,Nanjing,CN,209,37,2007,steel/concrete,office,2004,
The Parkhouse Nishi Shinjuku Tower 60,Tokyo,JP,209,60,2017,precast,residential,2014,
Metro Plaza Tower II,Hong Kong,CN,208.9,47,1992,concrete,office,,
Three Allen Center,Houston,US,208.8,50,1980,steel,office,,"110,992"
Random House Tower,New York City,US,208.5,52,2003,steel,residential / office,2000,"79,900"
Marina Heights,Dubai,AE,208.4,55,2006,concrete,residential,2004,
Farglory Financial Center,Taipei,TW,208.3,32,2013,steel,office,2010,
The Austonian,Austin,US,208.2,56,2010,concrete,residential,2007,"54,888"
Foshan International Plaza,Foshan,CN,208,51,2008,concrete,hotel / office,1992,
Sunshine International Tower,Lianyungang,CN,208,60,2017,composite,office,2012,
Ocean One,Panama City,PA,208,54,2008,concrete,residential,,
Westendstrasse 1,Frankfurt am Main,DE,208,53,1993,concrete,office,1990,
Huijing Center Tower 1,Dongguan,CN,208,52,2017,composite,hotel,2013,
Vertical City,Guangzhou,CN,208,51,2010,concrete,hotel / residential / office,2007,
CCCC South Headquarters,Guangzhou,CN,208,50,2015,composite,office,2012,
New Times Business Center,Wuhan,CN,208,48,2007,concrete,hotel / office,,
Seaview Condominium @ Green Bay Pluit Tower J,Jakarta,ID,208,48,2015,concrete,residential,2011,
Seaview Condominium @ Green Bay Pluit Tower K,Jakarta,ID,208,48,2015,concrete,residential,2011,
Seaview Condominium @ Green Bay Pluit Tower L,Jakarta,ID,208,48,2015,concrete,residential,2011,
Seaview Condominium @ Green Bay Pluit Tower M,Jakarta,ID,208,48,2015,concrete,residential / retail,2011,
Wenbo Tower,Shenzhen,CN,208,48,2016,composite,office,2013,"102,450"
Hubin Plaza,Taiyuan,CN,208,47,2014,composite,office,2010,"48,412"
Radisson New World Hotel,Shanghai,CN,208,47,2003,concrete,hotel,,
The City Center @ Batavia City,Jakarta,ID,208,43,2012,concrete,office,2009,"96,354"
Southern Bosera Building,Shenzhen,CN,208,42,2018,concrete,office,2011,"110,000"
Summer Palace Tower A,Shenyang,CN,208,41,2015,composite,office,2010,
Taiping Financial Tower,Shanghai,CN,208,38,2011,composite,office,2007,"110,579"
China Merchants Bank Mansion,Shanghai,CN,208,37,2013,composite,office,2008,
Four Seasons Hotel,New York City,US,207.9,52,1993,concrete,hotel,1990,
The 118,Dubai,AE,207.9,46,2016,concrete,residential,,"19,000"
J57 Mini Sky City,Changsha,CN,207.8,57,2015,steel,abandoned,2013,"179,600"
Zesheng Twin Tower A,Chongqing,CN,207.7,48,2011,concrete,residential / retail,,
Zesheng Twin Tower B,Chongqing,CN,207.7,48,2011,concrete,residential / retail,,
111 South Wacker,Chicago,US,207.6,51,2005,composite,office,2003,"135,359"
Millennium Tower,Boston,US,207.5,54,2016,concrete,residential,2014,
Far Eastern Banqiao Tower,Banciao City,TW,207.4,50,2013,steel,hotel / office / retail,2010,
Oceania Business Plaza 1,Panama City,PA,207.3,53,2012,concrete,office,2008,
181 West Madison,Chicago,US,207.3,50,1990,composite,office,1988,"104,278"
Rosewood Sanya and Sanya Forum,Sanya,CN,207.2,46,2017,concrete,serviced apartments / hotel,2014,"103,813"
71 South Wacker,Chicago,US,207.1,48,2005,composite,office,2002,"162,207"
Aurora,Brisbane,AU,207,69,2006,concrete,residential,2004,
Paradise by the River A,Chongqing,CN,207,54,2005,concrete,residential / retail,2001,
Paradise by the River B,Chongqing,CN,207,54,2005,concrete,residential / retail,2001,
Paradise by the River C,Chongqing,CN,207,54,2007,concrete,residential / retail,2001,
Tamani Hotel Marina,Dubai,AE,207,54,2006,concrete,hotel,2004,
Majestic Tower,Sharjah,AE,207,52,2009,concrete,residential,2005,"51,600"
Marina Crown,Dubai,AE,207,52,2006,concrete,residential,2004,
Baiguan Plaza,Shangyu,CN,207,50,2012,concrete,hotel / office,2008,
Hanjiang International Tower,Wuhan,CN,207,41,2014,composite,office,2010,
HSBC Tower Soho Mall,Panama City,PA,207,41,2015,concrete,office,2011,
Seomyeon Central Star A,Busan,KR,207,58,2011,concrete,residential,2007,
Bay-Wellington Tower,Toronto,CA,207,49,1991,composite,office,1989,"148,640"
Ciputra World Residential Tower,Jakarta,ID,206.9,49,2014,concrete,residential,2008,
Marina Bay Sands Hotel 1,Singapore,SG,206.9,57,2010,composite,hotel,2007,
Marina Bay Sands Hotel 3,Singapore,SG,206.9,57,2010,composite,hotel,2007,
LyondellBassell Tower,Houston,US,206.8,47,1978,composite,office,,"110,676"
GT Land Landmark Plaza North Tower,Guangzhou,CN,206.8,46,2014,composite,office,2010,
Ark Hills Sengokuyama Mori Tower,Tokyo,JP,206.7,47,2012,composite,office / residential,2010,"143,550"
Fuzhou Shenglong Financial Centre,Fuzhou,CN,206.6,47,2014,composite,office,2011,"156,072"
Marina Gate I,Dubai,AE,206.5,52,2018,concrete,residential,2015,
Chongqing Plaza T1,Chongqing,CN,206.5,40,2015,concrete,office / retail,2011,
Victoria Mansion Tower 1,Dalian,CN,206.4,60,2017,concrete,residential,2013,
Victoria Mansion Tower 2,Dalian,CN,206.4,60,2018,concrete,residential,2013,
AT&T Building,Atlanta,US,206.4,47,1980,concrete,office,,
Sequis Tower,Jakarta,ID,206.3,40,2018,concrete,office,2014,
Sorrento 6,Hong Kong,CN,206.1,60,2003,concrete,residential,2000,
Union Bank Plaza,Pasig,PH,206,49,2004,concrete,office,,
LOHAS Park The Capitol Madrid,Hong Kong,CN,206,67,2009,concrete,residential,2006,
LOHAS Park The Capitol Milan,Hong Kong,CN,206,67,2009,concrete,residential,2006,
Bellagio Tower 1-5,Hong Kong,CN,206,64,2005,concrete,residential,,
Sky,New York City,US,206,61,2015,concrete,residential,2008,
Tanhyun Doosan We've the Zenith 108,Goyang,KR,206,51,2013,concrete,residential,2010,
Aetna Sonnenschein International Plaza,Rizhao,CN,206,47,2018,concrete,office,2015,
Minyoun Financial Plaza,Chengdu,CN,206,47,2012,composite,hotel / office,2010,"80,276"
Golden Landmark,Shanghai,CN,206,41,2008,concrete,office,,"97,813"
East Pacific Center Tower C,Shenzhen,CN,206,40,2010,concrete,office,2007,
Vietcombank Tower,Ho Chi Minh City,VN,206,40,2015,concrete,office,2010,"71,000"
Radisson Royal Hotel,Moscow,RU,206,34,1955,steel,hotel,1949,
Pabellon M,Monterrey,MX,205.6,45,2015,concrete,office / hotel,2010,"60,000"
Citibank Plaza 1,Hong Kong,CN,205.5,51,1992,concrete,office,1989,"153,828"
May House,Hong Kong,CN,205.5,47,2004,concrete,government,2002,"135,500"
Nanjing Financial City Tower 2,Nanjing,CN,205.5,45,2016,composite,office,2013,
Haeundae I Park Marina Tower 3,Busan,KR,205.5,46,2011,composite,residential,2007,
McGraw-Hill Building,New York City,US,205.4,51,1972,steel,office,,"204,385"
Tianjin Maoye Building,Tianjin,CN,205.3,51,2015,composite,residential / hotel / office,2010,"123,070"
One Magnificent Mile,Chicago,US,205.1,57,1983,concrete,residential / office,,"96,735"
One Grand Central Place,New York City,US,205.1,53,1930,steel,office,,"103,742"
One Court Square,New York City,US,205.1,50,1990,steel,office,,
Akasaka Intercity AIR,Tokyo,JP,205.1,37,2017,steel,office,2015,
Barclay Tower,New York City,US,205.1,56,2007,concrete,residential,2005,"50,217"
Freshwater Place Residential Tower,Melbourne,AU,205,63,2005,concrete,residential,2002,
Horizon Tower A,Abu Dhabi,AE,205,63,2017,concrete,residential,2015,
Metro Town Tower 1,Hong Kong,CN,205,62,2006,concrete,residential,,
Metro Town Tower 2,Hong Kong,CN,205,62,2006,concrete,residential,,
Golden View Central Park Tower A,Busan,KR,205,58,2018,concrete,residential,2015,
Golden View Central Park Tower B,Busan,KR,205,58,2018,concrete,residential,2015,
Golden View Central Park Tower C,Busan,KR,205,58,2018,concrete,residential,2015,
277 Fifth Avenue,New York City,US,205,55,2018,concrete,residential,2016,"24,939"
Four Seasons Place,Hong Kong,CN,205,55,2005,concrete,residential / hotel,2002,
Jiahe Plaza,Dalian,CN,205,54,2013,concrete,residential,,
Eternity Apartment @ District 8,Jakarta,ID,205,51,2017,concrete,residential,2013,
Infinity Apartment @ District 8,Jakarta,ID,205,51,2017,concrete,residential,2013,
Le 1000 de la Gauchetiere,Montreal,CA,205,51,1992,composite,office,,"79,868"
Golden Tower,Jeddah,SA,205,49,2018,concrete,residential,2013,"60,738"
Q Sentral,Kuala Lumpur,MY,205,49,2015,concrete,office,2011,
St. Regis Hotel & Residences,Kuala Lumpur,MY,205,48,2016,concrete,residential / hotel,2011,
Harmony Square,Nantong,CN,205,47,2017,composite,retail / office,2013,
Burj Alshaya West Tower,Kuwait City,KW,205,45,2018,concrete,office,2013,
Wanyin International 2,Hangzhou,CN,205,43,2014,composite,office,2008,
Al Rajhi Bank Tower,Riyadh,SA,205,36,2017,concrete,office,2013,
340 on the Park,Chicago,US,204.9,64,2007,concrete,residential,2005,
Shengjing Finance Plaza R10,Shenyang,CN,204.8,60,2018,concrete,residential,2015,
Shengjing Finance Plaza R11,Shenyang,CN,204.8,60,2018,concrete,residential,2015,
Shengjing Finance Plaza R12,Shenyang,CN,204.8,60,2018,concrete,residential,2015,
Zhongtian Exhibition City 1,Guiyang,CN,204.8,43,2015,concrete,office,2012,
Zhongtian Exhibition City 2,Guiyang,CN,204.8,43,2015,concrete,office,2012,
Paramount Plaza,New York City,US,204.2,48,1970,steel,office,,"219,172"
Hysan Place,Hong Kong,CN,204.1,36,2012,composite,office / retail,2009,"66,511"
"Chengdu Fantasia Meinian Plaza, Tower C",Chengdu,CN,204.1,48,2016,concrete,office,,
"Chengdu Fantasia Meinian Plaza, Tower D",Chengdu,CN,204.1,48,2016,concrete,office,,
Four Seasons Private Residences West Tower,Toronto,CA,204,55,2012,concrete,residential / hotel,2008,
StarView Condo Tower B,Bangkok,TH,204,54,2015,concrete,residential,,
The Troika Tower 3,Kuala Lumpur,MY,204,50,2010,concrete,residential,2006,
Nassima Tower,Dubai,AE,204,49,2010,concrete,residential / office,2007,
Sichuan Airlines Center,Chengdu,CN,204,45,2016,composite,office,2012,"1,900"
"Star Tower, Gangnam Finance Center",Seoul,KR,204,45,2001,concrete,office,1995,"212,268"
Hotel Riu Plaza Guadalajara,Guadalajara,MX,204,42,2011,concrete,hotel,2009,
ASHTON Chula-Silom,Bangkok,TH,203.8,57,2018,concrete,residential,2016,
Mode Gakuen Cocoon Tower,Tokyo,JP,203.7,50,2008,composite,education,2006,
77 West Wacker Drive,Chicago,US,203.6,49,1992,composite,office,1990,"96,618"
33 South 6th Street,Minneapolis,US,203.6,52,1983,concrete,office,1981,"100,530"
Olaya Tower 2,Riyadh,SA,203.4,36,2013,concrete,office,2011,
HSBC Tower,Shanghai,CN,203.4,46,1998,composite,office,1996,"116,824"
BOK Tower,Tulsa,US,203.3,52,1975,steel,office,,"105,972"
The Ritz-Carlton Los Angeles,Los Angeles,US,203.3,54,2010,steel,residential / hotel,2007,"185,805"
Hwaseong Dongtan Metapolis 103,Hwaseong,KR,203.2,55,2010,concrete,residential,2006,
Baoji IFC,Baoji,CN,203.2,41,2017,composite,office / hotel,,
48 Burj Gate,Dubai,AE,203.2,51,2014,concrete,residential / office,2008,
Denpasar Residence Kintamani Tower,Jakarta,ID,203.2,53,2012,concrete,residential,2008,
Denpasar Residence Ubud Tower,Jakarta,ID,203.2,53,2012,concrete,residential,2008,
Berjaya Times Square Tower A,Kuala Lumpur,MY,203.1,48,2003,concrete,hotel,1997,
Berjaya Times Square Tower B,Kuala Lumpur,MY,203.1,48,2003,concrete,residential,1997,
1322 Golden Empire Tower,Manila,PH,203,57,2002,concrete,residential,1996,"102,007"
Pinnacle,Dalian,CN,203,56,2012,composite,hotel / office,2007,
BM Plaza Office Tower,Shanghai,CN,203,50,2009,concrete,office,2007,
Samsung Electronics Corporation HQ,Seoul,KR,203,44,2008,composite,office,2005,
Golden Mansion Center,Tianjin,CN,203,36,2013,concrete,residential / office,2010,
Vanke Jinyu Central Tower 1,Fuzhou,CN,202.9,64,2015,concrete,residential,2012,
Triumph One #1,Nanning,CN,202.9,47,2017,concrete,residential,2014,
Triumph One #2,Nanning,CN,202.9,47,2017,concrete,residential,2014,
ASE Center R2,Chongqing,CN,202.8,58,2013,concrete,residential / retail,2010,
Marina Bay Sands Hotel 2,Singapore,SG,202.8,57,2010,composite,hotel,2007,
Sovereign,Atlanta,US,202.7,48,2008,concrete,residential / office,2006,"58,528"
Great American Tower at Queen City Square,Cincinnati,US,202.7,40,2011,composite,office,2008,"105,867"
Eton Shenyang Center #5,Shenyang,CN,202.6,60,2016,composite,residential,2010,
Century Plaza Tower 1,Liuzhou,CN,202.5,57,2013,concrete,residential,2008,
Shenzhen Venture Capital ?€? Private Enterprise Tower,Shenzhen,CN,202.4,44,2016,composite,office,2012,"90,000"
Trump Tower,New York City,US,202.4,58,1982,concrete,residential / office,1980,
??CE Condominiums at York Centre 1,Toronto,CA,202.3,57,2014,concrete,residential,2010,"40,421"
YC Condominiums,Toronto,CA,202.2,60,2018,concrete,residential,2015,"62,245"
Island Resort Towers 1 & 2,Hong Kong,CN,202.2,60,2001,concrete,residential,1999,
Island Resort Towers 3 & 5,Hong Kong,CN,202.2,60,2001,concrete,residential,1999,
Island Resort Towers 6 & 7,Hong Kong,CN,202.2,60,2001,concrete,residential,1999,
Island Resort Towers 8 & 9,Hong Kong,CN,202.2,60,2001,concrete,residential,1999,
Center Plaza,Guangzhou,CN,202.1,47,2004,concrete,hotel / office,,
Eq. Tower,Melbourne,AU,202,63,2017,concrete,residential,2014,"55,487"
One Corporate Center,Pasig,PH,202,54,2009,concrete,office,2005,
Hotel Estelar Bocagrande,Cartagena,CO,202,52,2017,concrete,residential / hotel,2013,
K Residence,Kuala Lumpur,MY,202,52,2008,concrete,residential,2004,
Millennium Tower,Vienna,AT,202,50,1999,concrete,residential / office,1997,"54,000"
Lianfa Building,Nanchang,CN,202,49,2011,composite,office,2008,
AVIC Plaza,Xiamen,CN,202,48,2015,composite,office,2012,
Zijin Mining Plaza,Xiamen,CN,202,48,2015,composite,office,2012,
Maslak Spine Tower,Istanbul,TR,202,47,2014,concrete,residential / office / retail,2010,
Jinan Center Financial City A3-5,Jinan,CN,202,44,2016,composite,office,,
Huijin International Plaza,Guiyang,CN,202,40,2016,concrete,office / retail,2012,
One Rockwell West Tower,Makati,PH,201.9,55,2011,concrete,residential,2007,
The Shahar Tower,Givatayim,IL,201.5,52,2017,concrete,residential / office,2013,"1,600"
Singha Complex Tower 1,Bangkok,TH,201.3,36,2018,concrete,office / office,2015,"66,413"
Mokdong Hyperion Tower C,Seoul,KR,201.2,54,2003,concrete,residential,1999,
Hongyun Building Tower A,Shenyang,CN,201.2,44,2016,composite,office,,
Carlton Centre,Johannesburg,ZA,201.2,50,1973,concrete,office,1967,"68,055"
Ichon Rex Tower A,Seoul,KR,201,56,2015,concrete,residential,2012,
Taehwa River Iaan Exordium 1,Ulsan,KR,201,54,2010,concrete,residential,,
Taehwa River Iaan Exordium 2,Ulsan,KR,201,54,2010,concrete,residential,,
Tunjungan Plaza 5,Surabaya,ID,201,50,2015,concrete,residential / office,2012,
The Citadel,Dubai,AE,201,48,2009,concrete,office,2006,
Gateway Towers AQ-1,Doha,QA,201,43,2016,concrete,office,2013,
Gateway Towers AQ-2,Doha,QA,201,43,2016,concrete,office,2013,
25 Canada Square,London,GB,201,42,2002,composite,office,1999,"164,160"
Innovation & Entrepenuership Tower,Harbin,CN,201,40,2013,concrete,office,2010,
201 Tower,Guiyang,CN,201,39,2011,steel,office,2009,
Huarun Tower,Chengdu,CN,201,39,2012,concrete,office,2009,"72,730"
China Resources Dachong Redevelopment Tower 3,Shenzhen,CN,201,-,2018,concrete,office,2015,
Shangri-La Vancouver,Vancouver,CA,200.9,59,2009,concrete,residential / hotel / office,2005,"61,300"
Hearst Tower,Charlotte,US,200.8,47,2002,steel/concrete,office,1999,"148,644"
Blue Business Hong Kong Cultural Center Block F,Hefei,CN,200.8,43,2018,composite,office,2015,
200 Public Square,Cleveland,US,200.6,46,1985,steel,office,1982,"115,385"
Triumph One #3,Nanning,CN,200.3,46,2017,concrete,residential,2014,
Triumph One #4,Nanning,CN,200.3,46,2017,concrete,residential,2014,
1180 Peachtree,Atlanta,US,200.2,41,2006,concrete,office,2003,"58,064"
Provincial Cultural Center Building 2,Jinan,CN,200.2,48,2014,composite,office,2011,
Japan Post Tower,Tokyo,JP,200.1,40,2012,steel,office,2009,"220,000"
Britam Tower,Nairobi,KE,200.1,31,2017,concrete,office,2013,"74,074"
LOHAS Park Le Prestige Tower A,Hong Kong,CN,200,65,2010,concrete,residential,2007,
LOHAS Park Le Prestige Tower C,Hong Kong,CN,200,65,2012,concrete,residential,,
LOHAS Park The Capitol Florence,Hong Kong,CN,200,65,2009,concrete,residential,2006,
MBK Tower,Dubai,AE,200,59,2010,concrete,residential / office,2006,
City Centre Rotana Doha,Doha,QA,200,58,2014,concrete,hotel,2006,
Shangri-La Hotel,Doha,QA,200,58,2014,concrete,residential / hotel,2006,
Baoneng Shenyang Global Financial Centre Tower 3,Shenyang,CN,200,56,2018,concrete,residential,2014,
Baoneng Shenyang Global Financial Centre Tower 4,Shenyang,CN,200,56,2018,concrete,residential,2014,
Baoneng Shenyang Global Financial Centre Tower 5,Shenyang,CN,200,56,2018,concrete,residential,2014,
Baoneng Shenyang Global Financial Centre Tower 6,Shenyang,CN,200,56,2018,concrete,residential,2014,
Baoneng Shenyang Global Financial Centre Tower 7,Shenyang,CN,200,56,2018,concrete,residential,2014,
Main Tower,Frankfurt am Main,DE,200,55,1999,concrete,office,1996,"99,700"
