Governor Phillip Tower,Sydney,AU,227,,54,,1993,composite,office
Dawangjing 618 Tower 1,Beijing,CN,227,,53,,2018,composite,residential
Al Asmakh Tower,Doha,QA,227,50000,34,,2017,concrete,office
Marina Bay Suites,Singapore,SG,226.9,,66,2008,2013,concrete,residential
Empire Tower,Bangkok,TH,226.8,150000,62,1995,1999,steel,office
The Belcher's Tower 5,Hong Kong,CN,226.7,,61,2000,2001,concrete,residential
The Belcher's Tower 6,Hong Kong,CN,226.7,,61,2000,2001,concrete,residential
Blue CrossBlue Shield Tower,Chicago,US,226.7,217756,54,2007,2010,composite,office
7 World Trade Center,New York City,US,226.5,156181,49,2002,2006,steel/concrete,office
One Liberty Plaza,New York City,US,226.5,204387,54,,1972,steel,office
Le 1250 Boulevard ReneLevesque,Montreal,CA,226.5,95237,47,1988,1992,concrete,office
Swissotel The Stamford,Singapore,SG,226,107767,73,1982,1986,composite,hotel
North Point Tower 1,Pattaya,TH,226,,57,2006,2010,concrete/steel,residential
JR Central Hotel Tower,Nagoya,JP,226,417000,53,1990,2000,composite,hotel
Pullman Shanghai Skyway Hotel,Shanghai,CN,226,99491,52,2003,2007,concrete,residential / hotel
Wyndham Centre,Chongqing,CN,226,,48,2012,2016,concrete,hotel / office / retail
Agricultural Science and Technology International Center,Harbin,CN,226,,43,2010,2014,composite,office
Twenty Exchange,New York City,US,225.9,67841,57,1929,1931,steel,office
Centerpoint Energy Plaza,Houston,US,225.9,130063,53,,1996,steel,office
Q Tower,Panama City,PA,225.8,,68,2007,2011,concrete,residential
Hangyang Sino Plaza 2,Nanning,CN,225.7,,50,2014,2018,composite,hotel / retail
ASPIN Tower,Dubai,AE,225.6,,60,2008,2013,concrete,residential / office
Two Union Square,Seattle,US,225.6,112970,56,1987,1989,composite,office
Marina One,Singapore,SG,225.5,,34,2011,2017,concrete,office
Three Logan,Philadelphia,US,225.3,,55,,1991,steel,office
Three World Financial Center,New York City,US,225.2,,51,1985,1986,steel,office
Suning Plaza Tower 2,Zhenjiang,CN,225,,62,2012,2018,composite,residential / retail
Ilsan Yojin YCity Tower 102,Goyang,KR,225,,58,2013,2016,concrete,residential
Ilsan Yojin YCity Tower 104,Goyang,KR,225,,58,2013,2016,concrete,residential
Nestle Plaza,Sharjah,AE,225,,58,2006,2008,concrete,residential
Suseong Leader's View Tower A,Daegu,KR,225,,57,2007,2010,concrete,residential
Suseong Leader's View Tower B,Daegu,KR,225,,57,2007,2010,concrete,residential
Parque Central Torre Officinas I,Caracas,VE,225,,56,,1979,concrete,office
Parque Central Torre Officinas II,Caracas,VE,225,,56,,1983,concrete,office
Al Tayer Tower,Dubai,AE,225,60000,55,2006,2009,concrete,residential
Shinjuku Mitsui Building,Tokyo,JP,225,179578,55,1972,1974,steel,office
Torre Mayor,Mexico City,MX,225,156737,55,1999,2003,steel,office
Yunzhong Tower 1,Nanchang,CN,225,,51,2012,2016,composite,office
Yunzhong Tower 2,Nanchang,CN,225,,51,2012,2016,composite,office
Keraton at the Plaza,Jakarta,ID,225,,48,2006,2009,concrete,residential / hotel
Coastal Center,Shenzhen,CN,225,,46,2013,2017,composite,office
Jinlitong Financial Center Tower 1,Shenzhen,CN,225,,46,,2018,concrete,office
Jinlitong Financial Center Tower 2,Shenzhen,CN,225,,46,,2018,concrete,office
UNICenter Tower A,Shenzhen,CN,225,,46,2012,2017,concrete,office
Wuhan Central Trade Center B,Wuhan,CN,225,,45,2015,2018,composite,hotel / office / retail
ARO,New York City,US,224.8,51434,62,2015,2018,concrete,residential
OKO  Office Tower,Moscow,RU,224.5,,46,2011,2015,concrete,office
Shenyang New World Center Tower C,Shenyang,CN,224.4,,57,2013,2017,concrete,serviced apartments
Torre Espacio,Madrid,ES,224.2,,56,2004,2008,concrete,office
Bank of America Plaza,Los Angeles,US,224,126341,55,,1975,steel,office
568 Collins Street,Melbourne,AU,224,,68,2012,2015,composite,residential / office / retail
Harbour Plaza Residences West,Toronto,CA,224,42856,67,2013,2017,concrete,residential
Ten York,Toronto,CA,224,59900,65,2014,2018,concrete,residential
Tanhyun Doosan We've the Zenith 104,Goyang,KR,224,,57,2010,2013,concrete,residential
The Leadenhall Building,London,GB,224,84424,52,2011,2014,steel,office
Bourke Place,Melbourne,AU,224,62407,49,,1991,concrete,office
Hwaseong Dongtan Metapolis 102,Hwaseong,KR,223.8,,60,2006,2010,concrete,residential
China Resources Building,Chongqing,CN,223.7,,44,2012,2016,concrete,office / retail
Al Ayaan Sharjah Gate Tower,Sharjah,AE,223.6,,56,,2008,concrete,residential
1600 Smith Street,Houston,US,223.1,103326,55,,1984,steel,office
Evergrande Liberation Monument Centre Tower 1,Chongqing,CN,223.1,73355,53,2013,2018,concrete,hotel / office / retail
Palm Tower 1,Sharjah,AE,223,,56,2006,2009,concrete,residential
Victory Plaza Tower A,Guangzhou,CN,223,140000,54,2004,2007,concrete,office
River Point,Chicago,US,223,123720,52,2013,2017,composite,office
BTPN Office Tower,Jakarta,ID,223,,48,2013,2016,concrete,office
Skysuites Residential Tower,Quezon City,PH,223,,44,2008,2018,concrete,residential
Farglory International Plaza,Qingdao,CN,223,125000,42,2008,2011,steel/concrete,hotel / residential / office
Millenia Tower,Singapore,SG,223,,41,,1996,concrete,office
Olympia Centre,Chicago,US,222.9,131921,63,1981,1986,concrete,residential / office
TD Tower,Toronto,CA,222.8,123422,56,1964,1967,steel,office
Shinjuku Center Building,Tokyo,JP,222.8,183063,54,1976,1979,concrete/steel,office / retail
Qatar Petroleum District Tower 7,Doha,QA,222.8,,47,,2016,concrete,office
3 Manhattan West,New York City,US,222.5,75186,64,2015,2017,concrete,residential / retail
World Crest,Mumbai,IN,222.5,,57,2011,2017,concrete,residential
FMC Tower at Cira Centre South,Philadelphia,US,222.5,96666,49,2014,2017,composite,residential / office / hotel
MARQUE Sukhumvit,Bangkok,TH,222.5,41724,52,2013,2017,concrete,residential
One ShangriLa Place North Tower,Mandaluyong,PH,222.3,128219,65,2010,2014,concrete,residential / retail
One Shangrila Place South Tower,Mandaluyong,PH,222.3,128219,65,2010,2014,concrete,residential / retail
Optical Valley New World Center A,Wuhan,CN,222.1,90579,44,2014,2017,composite,office
Tianxi Twin Towers 1,Chengdu,CN,222,,65,2010,2017,composite,residential
Tianxi Twin Towers 2,Chengdu,CN,222,,65,2010,2017,composite,residential
Hopewell Centre,Hong Kong,CN,222,111000,64,1977,1981,concrete,office
ChangGu World Trade Center,Kaohsiung,TW,222,83310,50,,1992,composite,office
Raffles Square Tower,Shanghai,CN,222,128187,49,1999,2003,concrete,office
CSSD Plaza,Suzhou,CN,222,,47,2012,2015,composite,office
Ernst & Young Tower at Latitude,Sydney,AU,222,76000,45,2002,2004,concrete,office
Kerry Center,Nanchang,CN,222,,45,2012,2016,composite,office
Liyuan Skyline City,Nanning,CN,221.9,117568,57,2009,2013,composite,office
Suzhou Center Plaza 1,Suzhou,CN,221.6,,56,2014,2017,concrete,serviced apartments
Detroit Marriott at the Renaissance Center,Detroit,US,221.5,,70,1973,1977,concrete,hotel
Asia Square Tower 2,Singapore,SG,221.5,113356,46,2010,2013,concrete,hotel / office
One Museum Park,Chicago,US,221.3,92987,62,2005,2009,concrete,residential
Times Square Tower,New York City,US,221.3,100277,47,2001,2004,steel,office
BSA Twin Tower 1,Mandaluyong,PH,221.2,,54,1995,2011,concrete,residential
BSA Twin Tower 2,Mandaluyong,PH,221.2,,54,1995,2011,concrete,residential
Ilsan Yojin YCity Tower 106,Goyang,KR,221,,57,2013,2016,concrete,residential
BNY Mellon Center,Pittsburgh,US,221,157934,54,,1983,steel,office
Ten Tower,Panama City,PA,221,,54,2006,2011,concrete,residential
777 Tower,Los Angeles,US,221,102192,53,1988,1991,steel,office
The Bay Gate,Dubai,AE,221,43000,53,2007,2014,concrete,office
Fulbright Tower,Houston,US,221,137867,52,,1982,composite,office
150 North Riverside,Chicago,US,220.8,136010,51,2014,2017,composite,office
Jewelry Trade Center,Bangkok,TH,220.7,150013,59,,1996,steel,office
Angsana Hotel Tower,Dubai,AE,220.7,,49,2005,2008,concrete,hotel
Angsana Suites Tower,Dubai,AE,220.7,,49,2004,2007,concrete,residential
The Belcher's Tower 1,Hong Kong,CN,220.6,,63,1998,2000,concrete,residential
The Belcher's Tower 2,Hong Kong,CN,220.6,,63,1999,2000,concrete,residential
Kempinski Hotel Chongqing,Chongqing,CN,220.5,83328,54,2009,2012,composite,residential / hotel
LandscapeBrilliant Center,Hefei,CN,220.5,,50,2013,2017,composite,office
Westin Peachtree Plaza,Atlanta,US,220.4,,73,,1976,concrete,hotel
Wells Fargo Tower,Los Angeles,US,220.4,,54,1982,1983,steel,office
Telkom Landmark Tower 2,Jakarta,ID,220.2,64550,46,2012,2017,composite,office
Nanyou Tower 1,Shenzhen,CN,220.2,,,2015,2018,composite,office / retail
Nanyou Tower 2,Shenzhen,CN,220.2,,,2015,2018,composite,office / retail
Seattle Municipal Tower,Seattle,US,220.1,,57,1987,1990,steel,office
DC Tower I,Vienna,AT,220,93500,60,2010,2013,concrete,residential / office / hotel
Nurol Life,Istanbul,TR,220,,60,2015,2018,concrete,residential
Park Lane Manor 5,Nanning,CN,220,,60,2013,2016,concrete,residential
Park Lane Manor 6,Nanning,CN,220,,60,2013,2016,concrete,residential
The Altus,Johor Bahru,MY,220,,60,2014,2017,concrete,residential
InterContinental Hotel West Bay,Doha,QA,220,,59,2006,2012,concrete,residential / hotel
Tianfu IFC 1,Chengdu,CN,220,,58,2012,2018,composite,office
Tianfu IFC 2,Chengdu,CN,220,,58,2012,2018,composite,office
The Pano,Bangkok,TH,220,110695,57,2006,2010,concrete,residential
Alphaland Makati Place,Makati,PH,220,,55,2012,2016,concrete,residential
Zhongshan International Finance Center Tower 1,Zhongshan,CN,220,,55,2008,2012,concrete,hotel / office
Zhongshan International Finance Center Tower 2,Zhongshan,CN,220,,55,2008,2012,concrete,office
Vanke One City Office Tower,Shenzhen,CN,220,,51,2015,2019,concrete,office / hotel / retail
Waldorf Astoria Chengdu,Chengdu,CN,220,,51,2012,2017,composite,hotel / residential
Aoyuan International Center,Guangzhou,CN,220,,50,2014,2018,concrete,office
Wanda East Port Tower 1,Dalian,CN,220,,49,2009,2012,composite,hotel / office
Warsaw Spire,Warsaw,PL,220,82918,49,2012,2016,concrete,office
Fuzhou IFC,Fuzhou,CN,220,,48,2011,2015,composite,office
Zhongrong Jasper Tower,Shanghai,CN,220,100000,48,2003,2008,composite,office
Shuiwan 1979 Tower,Shenzhen,CN,220,,47,,2016,composite,residential / office
Kaisa Center Phase 3,Huizhou,CN,220,,45,2013,2017,concrete,office
Zhanjiang Fortune Meeting,Zhanjiang,CN,220,,45,2013,2017,composite,office
Dawangjing 626 Tower 1,Beijing,CN,220,,44,,2018,concrete,office
Equity Tower,Jakarta,ID,220,,44,2007,2010,concrete,office
Golden Eagle International Shopping Center,Nanjing,CN,220,183291,44,2010,2016,composite,office / hotel / retail
Pauline's World City T1,Chongqing,CN,220,67900,41,,2018,concrete,office / retail
Tregunter Tower III,Hong Kong,CN,219.9,,68,1991,1993,concrete,residential
The Summit,Hong Kong,CN,219.8,15225,69,1996,2002,concrete,residential
Circle on Cavill North Tower,Gold Coast,AU,219.5,,70,2004,2007,concrete,residential
Fountain Place,Dallas,US,219.5,111804,62,1984,1986,steel,office
C&D International Tower,Xiamen,CN,219.4,83066,49,2009,2013,composite,office
Kunming Iron and Steel Building,Kunming,CN,219.3,148494,50,2011,2014,composite,hotel / office
Oriental Hope Intertek Plaza 1,Chengdu,CN,219,,45,2012,2016,concrete,office
Oriental Hope Intertek Plaza 2,Chengdu,CN,219,,45,2012,2016,concrete,office
Shenyang Royal Wan Xin International Mansion Tower A,Shenyang,CN,219,,45,,2009,concrete,hotel
Sino Life Insurance Building,Shenzhen,CN,219,,,2013,2016,composite,office
Ocean Resort Casino,Atlantic City,US,218.9,146490,53,2007,2012,concrete,hotel / casino
Ying Li International Plaza T1,Chongqing,CN,218.9,,52,2010,2015,concrete,office / retail
Grand Promenade Towers 235,Hong Kong,CN,218.9,,66,2002,2005,concrete,residential
Aurora Place,Sydney,AU,218.9,46500,41,1998,2000,concrete,office
The Peak at Sudirman,Jakarta,ID,218.5,,55,,2006,concrete,residential
Figueroa at Wilshire,Los Angeles,US,218.5,96295,52,1986,1989,steel,office
Guangdong Development Bank Building,Wuhan,CN,218.5,,51,2010,2014,composite,office
Metropolitan Tower,New York City,US,218.2,49393,68,,1985,concrete,residential / office
Al Tijaria Tower,Kuwait City,KW,218.2,60386,41,2005,2009,composite,office
China Resources Center 1,Hefei,CN,218.2,,43,2012,2016,concrete,office
Sorrento 3,Hong Kong,CN,218,,64,2000,2003,concrete,residential
Light House,Melbourne,AU,218,48836,69,2015,2017,concrete,residential
White Tower,Panama City,PA,218,,62,2008,2011,concrete,residential
Shangmao Century Plaza,Nanjing,CN,218,,56,1999,2002,concrete,office
Furama Tower,Dalian,CN,218,,55,2011,2015,composite,residential
Fortune Tower,Shenzhen,CN,218,107991,54,2005,2008,concrete,office
Onelink Center,Guangzhou,CN,218,,53,2007,2010,concrete,residential / hotel
Times Square Excellence,Shenzhen,CN,218,83835,52,2004,2006,concrete,office
Maike Business Center Tower 1,Xi?€?an,CN,218,,50,2013,2017,composite,office
Jumeirah Bay X2,Dubai,AE,218,,47,2006,2009,concrete,office
Nanhu Mingdu Plaza,Nanning,CN,218,,47,2009,2013,concrete,office
Telstra Corporate Building,Melbourne,AU,218,63158,47,,1992,concrete,office
Shenzhen Energy Headquarters North Tower,Shenzhen,CN,218,106650,43,2012,2017,composite,office
Causeway Bay International Plaza,Nanchang,CN,218,,42,2012,2016,concrete,office
Chongqing Rural Commercial Bank Financial Building,Chongqing,CN,218,97367,42,2011,2016,concrete,office
Sheraton International Business Center 1,Chongqing,CN,218,,42,2005,2010,concrete,hotel
Sheraton International Business Center 2,Chongqing,CN,218,,42,2006,2010,concrete,hotel
Zhejiang Television Center,Hangzhou,CN,218,,42,2012,2016,concrete,office
China Resources Dachong Redevelopment Tower 2,Shenzhen,CN,218,,,2015,2018,concrete,office
252 East 57th Street,New York City,US,217.9,43585,65,2014,2016,concrete,residential
Evolution Tower,Panama City,PA,217.9,,54,2012,2017,concrete,hotel / office
Shenyang New World Center Tower E,Shenyang,CN,217.8,,55,2009,2017,concrete,serviced apartments
Unicredit Tower,Milan,IT,217.7,26708,33,2008,2012,concrete,office
Republic Plaza,Denver,US,217.6,114745,56,,1984,steel,office
One Shell Plaza,Houston,US,217.6,113924,50,,1970,concrete,office
Etihad Towers T5,Abu Dhabi,AE,217.5,45049,61,2007,2011,concrete,residential
South Beach South Tower,Singapore,SG,217.5,81268,45,2011,2015,concrete,residential / hotel
South Beach North Tower,Singapore,SG,217.5,,35,2011,2015,concrete,office
Shaanxi Yanchang Petroleum Headquarters,Xi?€?an,CN,217.3,102039,46,2013,2018,composite,office
GT International Tower,Makati,PH,217.2,66193,43,1999,2001,concrete,office
L'Arc New World Hotel,Macau,CN,217,,56,2007,2009,concrete,residential / hotel / casino
Lucheng Plaza Tower 1,Xiamen,CN,217,,53,2014,2018,composite,residential
The Exchange?€?SOHO,Shanghai,CN,217,80510,52,,2005,composite,office
International Towers Sydney Tower 1,Sydney,AU,217,118000,51,2014,2016,concrete,office
Tiandu Plaza Tower 1,Suzhou,CN,217,,,,2018,concrete,office
100 East 53rd Street,New York City,US,216.7,,61,2008,2018,concrete,residential
Sky Suites @ KLCC A,Kuala Lumpur,MY,216.5,,61,2015,2019,concrete,serviced apartments
Qingxiu Wanda Mansion 1,Nanning,CN,216.4,,60,2013,2015,concrete,residential
Qingxiu Wanda Mansion 4,Nanning,CN,216.4,,60,2013,2015,concrete,residential
AVIC Center Office Tower,Shenzhen,CN,216.4,,41,2009,2013,concrete,office
1801 California Plaza,Denver,US,216.1,118872,52,,1982,steel,office
BD Bacata Torre 2,Bogota,CO,216,,56,2011,2018,concrete,office / residential
Genyuan Marriott Hotel,Yinchuan,CN,216,,50,2011,2017,composite,hotel / office
Mistral Office Tower,Izmir,TR,216,,48,2014,2017,concrete,office
Dawangjing 626 Tower 2,Beijing,CN,216,,40,,2018,concrete,office
International Chamber of Commerce Tower,Shenzhen,CN,216,,55,,2005,concrete,office
Terminal Tower,Cleveland,US,215.8,,52,1923,1928,steel,office
Riviera TwinStar Square 1,Shanghai,CN,215.8,,49,2007,2011,concrete,office
Riviera TwinStar Square 2,Shanghai,CN,215.8,,49,2007,2011,concrete,office
Shiodome City Center,Tokyo,JP,215.8,105993,43,2000,2003,steel,office
Arady Residential Tower,Dubai,AE,215.7,,51,2007,2015,concrete,residential
JPMorgan Chase Tower,New York City,US,215.5,223000,52,1957,1960,steel,office
Menara Felda Platinum Park,Kuala Lumpur,MY,215.5,72315,50,2008,2012,concrete,office
Naza Tower 1,Kuala Lumpur,MY,215.5,,50,2011,2015,concrete,office
Suncor Energy Centre I,Calgary,CA,215.2,101258,53,1981,1984,steel,office
Capital Place Office Tower,Jakarta,ID,215.2,,47,2012,2016,concrete,office
LOHAS Park Le Prestige Tower B,Hong Kong,CN,215,,70,2008,2011,concrete,residential
Asan SK Pentaport Residential Tower 3,Chonan,KR,215,,66,2008,2011,concrete,residential
Central Park Tower,Singapore,SG,215,,63,2005,2008,concrete,residential
Tianjin Kerry Center R1,Tianjin,CN,215,,59,2009,2014,composite,residential
Tianjin Kerry Center R2,Tianjin,CN,215,,59,2009,2014,composite,residential
Tianjin Kerry Center R3,Tianjin,CN,215,,59,2009,2014,composite,residential
Kempinski Residences,Jakarta,ID,215,,57,,2008,concrete,residential
Jinshi International Plaza 1,Qingdao,CN,215,,54,2013,2016,composite,hotel
Tanhyun Doosan We've the Zenith 102,Goyang,KR,215,,54,2010,2013,concrete,residential
Tanhyun Doosan We've the Zenith 103,Goyang,KR,215,,54,2010,2013,concrete,residential
Tanhyun Doosan We've the Zenith 106,Goyang,KR,215,,54,2010,2013,concrete,residential
Sky Tower B2,Wroclaw,PL,215,122000,51,2007,2013,concrete,residential / office
Yanlord Marina Center Tower 5,Zhuhai,CN,215,,47,2011,2018,steel/concrete,residential / retail / hotel
Al Seef Tower,Dubai,AE,215,,44,2003,2005,concrete,residential
World Trade Center 1,Yiwu,CN,215,,,2011,2016,composite,hotel / office
General Motors Building,New York City,US,214.9,152116,50,1964,1968,steel,office
The Suzhou Modern Media Plaza 1,Suzhou,CN,214.8,,45,,2015,composite,office
BayAdelaide Centre,Toronto,CA,214.7,125844,52,2006,2010,composite,office
Four Seasons Tower,Tianjin,CN,214.6,,48,2011,2016,composite,residential / hotel
Changsha Yulin International Building C,Changsha,CN,214.6,,44,2014,2018,concrete,office
Sun Hung Kai Centre,Hong Kong,CN,214.5,83984,56,,1991,concrete,office
The Belcher's Tower 3,Hong Kong,CN,214.4,,61,1999,2000,concrete,residential
The Belcher's Tower 8,Hong Kong,CN,214.4,,61,2000,2001,concrete,residential
One Shenton Tower 1,Singapore,SG,214,,50,2007,2011,concrete,residential
ShangriLa Hotel Toronto,Toronto,CA,214,81192,65,2007,2012,concrete,residential / hotel
Marquis,Miami,US,214,,63,2005,2009,concrete,residential / hotel
The Paramount,Panama City,PA,214,,59,2011,2015,concrete,residential
Ilsan Yojin YCity Tower 101,Goyang,KR,214,,55,2013,2016,concrete,residential
BankWest Tower,Perth,AU,214,,52,1985,1988,concrete,office
Bakrie Tower,Jakarta,ID,214,,50,2006,2009,concrete,office
Chancheng Greenland Center Phase 2 Office Tower 1,Foshan,CN,214,91600,48,2013,2017,composite,office
Portman Fortune Center Tower A,Xiamen,CN,213.8,,48,2010,2014,composite,office
Portman Fortune Center Tower B,Xiamen,CN,213.8,,48,2010,2014,composite,office
Salesforce Tower,Indianapolis,US,213.7,,49,1987,1990,steel,office
Lodha Venezia Tower A,Mumbai,IN,213.5,,68,2014,2017,concrete,residential
Jersey City Urby,Jersey City,US,213.5,63890,70,2014,2016,concrete,residential
Metropolitan Life Tower,New York City,US,213.4,,50,1907,1909,steel,office
Dentsu Headquarters Building,Tokyo,JP,213.3,237700,48,1999,2002,steel,office
House on Mosfilmovskaya Tower A,Moscow,RU,213.3,53478,53,2007,2012,concrete,residential
International Financial Centre Tower 2,Jakarta,ID,213.2,,49,2012,2016,concrete,office
One Thousand Museum,Miami,US,213.1,,61,2015,2019,concrete,residential
Paramount Miami Worldcenter,Miami,US,213.1,,60,2016,2019,concrete,residential
City National Tower,Los Angeles,US,213.1,103026,52,,1971,steel,office
Paul Hastings Tower,Los Angeles,US,213.1,103026,52,,1971,steel,office
Victoria Towers I,Hong Kong,CN,213,,62,2000,2003,concrete,residential
Victoria Towers II,Hong Kong,CN,213,,62,2000,2003,concrete,residential
Victoria Towers III,Hong Kong,CN,213,,62,2000,2003,concrete,residential
Shining Heights,Hong Kong,CN,213,32200,55,2006,2009,concrete,residential
Corniche Tower,Ajman,AE,213,,53,,2010,concrete,residential
Meera Tower,Dubai,AE,213,,52,2014,2018,concrete,residential
The Pinnacle,Jakarta,ID,213,,52,2004,2008,concrete,residential
The St. Francis Shangrila Place Tower 1,Mandaluyong,PH,212.9,107473,60,2005,2009,concrete,residential
The St. Francis Shangrila Place Tower 2,Mandaluyong,PH,212.9,197473,60,2005,2009,concrete,residential
ACT Tower,Hamamatsu,JP,212.8,,45,,1994,steel,hotel / office
Wells Fargo Center,Denver,US,212.8,110592,50,,1983,composite,office
Xiamen Financial Centre,Xiamen,CN,212.7,139502,49,2010,2013,composite,office
500 Fifth Avenue,New York City,US,212.5,,59,1930,1931,steel,office
Georgia Pacific Tower,Atlanta,US,212.5,,51,,1981,steel,office
One Shell Square,New Orleans,US,212.5,116778,51,,1972,composite,office
Sky Suites @ KLCC C,Kuala Lumpur,MY,212.3,,61,2015,2019,concrete,serviced apartments
Eighth Avenue Place East Tower,Calgary,CA,212.3,100468,49,2008,2011,composite,office
Sorrento 5,Hong Kong,CN,212.1,,62,2000,2003,concrete,residential
Centum Star B,Busan,KR,212,,60,2004,2008,concrete,residential
Indi Home,Hong Kong,CN,212,54935,56,,2005,concrete,residential
Tianhebei Tower,Guangzhou,CN,212,,55,2011,2015,concrete,office
Tanhyun Doosan We've the Zenith 101,Goyang,KR,212,,53,2010,2013,concrete,residential
Tanhyun Doosan We've the Zenith 107,Goyang,KR,212,,53,2010,2013,concrete,residential
The Tower,Jakarta,ID,212,,50,2013,2016,concrete,office
Keangnam Hanoi Residential Tower 1,Hanoi,VN,212,,49,2008,2011,concrete,residential
Keangnam Hanoi Residential Tower 2,Hanoi,VN,212,,49,2008,2011,concrete,residential
Menara Maxis,Kuala Lumpur,MY,212,79000,49,,1998,concrete,office
Kanlong Taizi Hotel,Wuhan,CN,212,,48,2012,2018,composite,hotel / office
RitzCarlton Jakarta,Jakarta,ID,212,,48,,2005,concrete,hotel
Cathay Landmark,Taipei,TW,212,,46,2011,2014,steel,office
Xinjinqiao Mansion,Shanghai,CN,212,,38,,1996,steel,office
TaiKoo Hui Tower 1,Guangzhou,CN,212,,40,2007,2011,composite,office
AMA Plaza,Chicago,US,211.8,126258,52,1971,1972,composite,office
345 California Center,San Francisco,US,211.8,83344,48,,1986,steel,hotel / office
Poly Cultural Plaza,Wuhan,CN,211.8,,46,2009,2012,composite,office
Zhengda International Plaza 7,Luoyang,CN,211.8,,50,2012,2018,composite,office
Zhejiang International Building,Wuhan,CN,211.6,,48,2011,2014,composite,office
Torre Ejecutiva Pemex,Mexico City,MX,211.3,94600,51,1979,1984,steel,office
Wynn International Financial Center,Xi?€?an,CN,211.2,,47,,2017,composite,office
JR Gate Tower,Nagoya,JP,211.1,,46,2012,2016,steel,office / hotel / retail
Jahoo Hong Kong City,Chongqing,CN,211,,56,2005,2008,concrete,hotel / office
Melbourne Central,Melbourne,AU,211,123000,53,,1991,steel,office
Xindi Center Office Tower 1,Hefei,CN,211,,50,2010,2014,concrete,office
Vanke Times Square,Shenzhen,CN,211,,47,2016,2019,concrete,office
Pudong International Information Port,Shanghai,CN,211,101188,41,1998,2001,steel,office
China Merchants Tower,Shenzhen,CN,211,107000,38,2010,2013,composite,office
Americas Tower,New York City,US,210.9,86771,48,,1992,steel,office
The Orchard Residences,Singapore,SG,210.9,38240,56,2006,2010,concrete,residential
Jushang Plaza,Liuzhou,CN,210.7,,42,2010,2014,concrete,office
1400 Smith Street,Houston,US,210.5,,50,,1983,steel,office
East Harbour Place Tower 2,Dalian,CN,210.5,,62,2011,2018,concrete,serviced apartments / hotel
BDO Corporate Center Ortigas,Mandaluyong,PH,210.5,84640,47,2012,2015,concrete,office
The Sentral Residences Tower A,Kuala Lumpur,MY,210.4,,58,2011,2017,concrete,residential
The Sentral Residences Tower B,Kuala Lumpur,MY,210.4,,58,2011,2017,concrete,residential
Grosvenor House The Residence,Dubai,AE,210.4,,48,2007,2011,concrete,residential
Grosvenor House West Marina Beach,Dubai,AE,210.4,130000,48,2002,2005,concrete,residential / hotel
Shinjuku Sumitomo Building,Tokyo,JP,210.3,176437,52,1971,1974,steel,office
LOHAS Park The Capitol Oslo,Hong Kong,CN,210,,69,2006,2009,concrete,residential
LOHAS Park The Capitol Whistler,Hong Kong,CN,210,,69,2006,2009,concrete,residential
Peace Hotel Tower B,Nanchang,CN,210,,64,2009,2013,concrete,hotel
Bashang Jie Global Center Residential Tower 1,Hefei,CN,210,,63,2012,2018,concrete,residential
Torre Aqualina,Panama City,PA,210,,61,2004,2008,concrete,residential
Fortune Center Residential Tower 1,Liuzhou,CN,210,,60,2013,2016,concrete,residential
Fortune Center Residential Tower 2,Liuzhou,CN,210,,60,2013,2017,concrete,residential
Fortune Center Residential Tower 3,Liuzhou,CN,210,,60,2013,2018,concrete,residential
Park Terraces Point Tower,Makati,PH,210,,59,2011,2016,concrete,residential
Al Rostamani Maze Tower,Dubai,AE,210,,57,2006,2010,concrete,residential / office
AsiaPacific Center,Guiyang,CN,210,,55,,2016,concrete,office
Harmonious Century Tower A,Kunming,CN,210,,55,2010,2016,composite,office
Harmonious Century Tower B,Kunming,CN,210,,55,2010,2016,composite,office
Ryomyong Street 55Storey Building,Pyongyang,KP,210,,55,2016,2017,concrete,residential
CRC Tower,Bangkok,TH,210,63000,53,,2001,concrete,office
Mirae Scientists Street Residential Tower,Pyongyang,KP,210,,53,2014,2015,concrete,residential
Executive Towers Building M,Dubai,AE,210,,52,2005,2009,concrete,residential / hotel
Metropolitan Tower A,Suzhou,CN,210,,52,2007,2009,steel/concrete,residential
Metropolitan Tower B,Suzhou,CN,210,,52,2007,2009,steel/concrete,residential
Moi Tiandi,Taiyuan,CN,210,,52,2012,2015,composite,office
Ahcof City Plaza,Hefei,CN,210,,51,2012,2016,composite,office / retail
Capital Plaza Residential Towers,Abu Dhabi,AE,210,,51,2006,2011,concrete,residential
21st Century Mansion,Shanghai,CN,210,,50,2007,2009,composite,residential / hotel / office
AmBank Tower,Kuala Lumpur,MY,210,,50,,1998,concrete,office
Crowne Plaza Tower 1,Chongqing,CN,210,,50,2008,2014,concrete,hotel
Crowne Plaza Tower 2,Chongqing,CN,210,,50,2008,2014,concrete,hotel
Le Reve,Dubai,AE,210,75000,50,2004,2006,concrete,residential
Yuda Group Headquarters Tower 1,Nanning,CN,210,,50,2015,2018,concrete,office
Solow Building,New York City,US,210,130064,49,1968,1974,steel,office
China Resources Center Tower A,Liuzhou,CN,210,,47,2014,2018,concrete,office
Greenland Center Tower 8,Nanning,CN,210,,47,2014,2017,composite,office
New City International,Hefei,CN,210,,47,2013,2016,composite,office
Excellence Houhai Financial Center,Shenzhen,CN,210,,46,2012,2015,composite,office
Financial Street Nankai Center,Tianjin,CN,210,,46,2012,2015,composite,office
Suning Ruicheng Phase 1 E06 #1,Nanjing,CN,210,96890,46,2011,2015,concrete,office
