Watermark Chaophraya Tower A,Bangkok,TH,188.8,,52,2004,2008,concrete,residential
The Bangkok Sathorn,Bangkok,TH,188.6,78556,53,2014,2017,concrete,residential
Hastin Avenue T11,Chongqing,CN,188.6,47775,51,2015,2017,concrete,residential / retail
Varyap Meridian A Block,Istanbul,TR,188.4,,52,2009,2012,concrete,residential
Noble House,Jakarta,ID,188.4,,32,2013,2015,concrete,office
Neo Sky Dome Tower B,Banciao City,TW,188.4,,46,,2010,concrete,residential
425 5th Avenue,New York City,US,188.3,27291,55,2001,2003,concrete,residential
Vysotsky Business Center,Yekaterinburg,RU,188.3,108470,50,2005,2011,concrete,hotel / office
EY Tower,Toronto,CA,188.2,,40,2014,2017,concrete,office
Wuhan Starry Winking Residential Tower 4,Wuhan,CN,188.1,,58,,2016,concrete,residential
Wuhan Starry Winking Residential Tower 8,Wuhan,CN,188,,61,,2015,concrete,residential
Metro Town Tower 3,Hong Kong,CN,188,,57,,2006,concrete,residential
Metro Town Tower 5,Hong Kong,CN,188,,57,,2006,concrete,residential
Zire Wongamat Tower A,Pattaya,TH,188,,54,2011,2014,concrete,residential
Exchange Square #1,Hong Kong,CN,188,,52,1982,1985,concrete,office
Exchange Square #2,Hong Kong,CN,188,,52,1982,1985,concrete,office
The Issara,Bangkok,TH,188,,51,2009,2011,concrete,residential
Amman Rotana Hotel,Amman,JO,188,,50,2010,2015,concrete,hotel
Sofitel Hotel  Collins Place,Melbourne,AU,188,,50,1978,1980,composite,hotel / office
Central Park Residences Tower 1,Jakarta,ID,188,,49,2007,2011,concrete,residential
Central Park Residences Tower 2,Jakarta,ID,188,,49,2007,2011,concrete,residential
Central Park Residences Tower 3,Jakarta,ID,188,,49,2007,2011,concrete,residential
Chengdu International Finance Square Tower 3,Chengdu,CN,188,,48,2010,2015,composite,hotel
AMP Centre,Sydney,AU,188,,46,,1976,concrete,office
ANZ Tower  Collins Place,Melbourne,AU,188,193000,46,1973,1978,composite,office
Empire Place,Bangkok,TH,188,,45,2005,2008,concrete,residential
Place Ville Marie,Montreal,CA,188,95922,43,1958,1962,steel,office
Raffles City Changning 1,Shanghai,CN,188,,41,,2017,concrete,office / retail
1144 Fifteenth,Denver,US,188,59458,40,2015,2018,steel/concrete,office
Zhe Jiang Fortune Financial Center  Tower 2,Hangzhou,CN,188,,36,2007,2011,composite,office
Hilton Surfers Hotel & Residences Orchid Tower,Gold Coast,AU,187.9,,58,2007,2011,concrete,residential / hotel
Residence 8 @ Senopati Tower A,Jakarta,ID,187.9,,43,2009,2012,concrete,residential
Residence 8 @ Senopati Tower B,Jakarta,ID,187.9,,43,2009,2012,concrete,residential
Moi Center Tower B,Shenyang,CN,187.8,,54,2008,2014,concrete,residential
Solo District  Altus,Burnaby,CA,187.8,,49,2013,2017,concrete,residential / hotel
Trump International Hotel & Tower Vancouver,Vancouver,CA,187.8,,63,2012,2016,concrete,hotel / residential
Gold Peak Centre B,Chongqing,CN,187.8,,42,2011,2015,concrete,residential / residential / hotel / office
3 Financial Town T2,Chongqing,CN,187.8,74621,38,2011,2015,concrete,office
Vanke Jinyu Central Tower 2,Fuzhou,CN,187.6,,59,2012,2015,concrete,residential
New York Life Building,New York City,US,187.5,,33,1926,1928,steel,office
Marina Blue,Miami,US,187.5,126812,57,2004,2007,concrete,residential
The Epic,New York City,US,187.4,53326,61,2005,2007,concrete,residential
Tower 49??,New York City,US,187.4,,44,,1985,steel/concrete,office
Northeast Media Culture Plaza,Shenyang,CN,187.4,,43,,2011,concrete,office
Lumpini Sukhumvit 24,Bangkok,TH,187.4,,54,2014,2017,concrete,residential
Abode318,Melbourne,AU,187.3,45000,57,2011,2015,concrete,residential
9 Queen's Road Central,Hong Kong,CN,187.3,40205,39,1989,1991,steel,office
One Indiabulls Vista Blu,Mumbai,IN,187.2,,51,2013,2018,concrete,residential
835 Sixth Avenue,New York City,US,187.2,58207,53,2007,2010,concrete,residential / hotel
Wynn Las Vegas,Las Vegas,US,187.2,,45,2002,2005,concrete,hotel / casino
Warsaw Trade Tower,Warsaw,PL,187.2,71567,43,1997,1999,composite,office
Capital Gate Place,Tokyo,JP,187.1,,53,2012,2015,concrete,residential
United Center,Bangkok,TH,187,,55,,1995,steel,office
Azrieli Center Circular Tower,Tel Aviv,IL,187,76000,49,1996,1999,concrete,office
Park Terraces Tower 1,Makati,PH,187,,49,2010,2016,concrete,residential
Park Terraces Tower 2,Makati,PH,187,,49,2013,2018,concrete,residential
Al Jawhara Tower,Jeddah,SA,187,49469,48,2008,2014,concrete,residential / retail
St. Regis Hotel & Residences Bangkok,Bangkok,TH,187,,47,2007,2011,concrete,residential / hotel
Menara Bangkok Bank @ Berjaya Central,Kuala Lumpur,MY,187,,46,2009,2015,concrete,office
Sidra Tower,Dubai,AE,187,88775,45,2007,2010,concrete,residential
Al Sahab Tower I,Dubai,AE,187,,44,2004,2006,concrete,residential
Landmark East Tower 1,Hong Kong,CN,187,,43,2006,2008,concrete,office
Landmark East Tower 2,Hong Kong,CN,187,,43,2006,2008,concrete,hotel / office
Atago Green Hills Mori Tower,Tokyo,JP,187,86638,42,,2001,steel,office
Standard Chartered Bank,Hong Kong,CN,187,36400,42,1987,1990,steel,office
Umeda Hankyu Building,Osaka,JP,187,102000,41,2007,2009,steel,office / retail
Jumeirah Lake Terrace,Dubai,AE,187,,40,2004,2008,concrete,residential
Abdulrahim Place,Bangkok,TH,187,,34,,1996,concrete,office
The Pakubuwono Spring Cherrywood,Jakarta,ID,186.8,,45,2014,2018,concrete,residential
OneEleven,Chicago,US,186.8,87329,58,2013,2014,concrete,residential
555Ten,New York City,US,186.5,67355,52,2014,2016,concrete,residential
Festival City III Tower 5,Hong Kong,CN,186.5,,58,2009,2011,concrete,residential
The Politan Rive,Nonthaburi,TH,186.5,,56,2016,2019,concrete,residential
Manhattan Hill 3,Hong Kong,CN,186.4,,48,,2007,concrete,residential
Manhattan Hill 5,Hong Kong,CN,186.4,,48,,2007,concrete,residential
Manhattan Hill 6,Hong Kong,CN,186.4,,48,,2007,concrete,residential
Park 24 Tower B,Bangkok,TH,186.2,,51,2015,2018,concrete,residential
Marina Bay Financial Centre Office Tower I,Singapore,SG,186.1,57600,33,2006,2010,concrete,office
Elsa Tower 55,Kawaguchi,JP,186,74342,55,,1998,steel,residential
Gran Hotel Bali,Benidorm,ES,186,41170,52,1987,2002,concrete,hotel
DUO Residences,Singapore,SG,186,60070,50,,2018,concrete,residential
Park 24 Tower A,Bangkok,TH,186,,50,2015,2018,concrete,residential
Executive Tower K,Dubai,AE,186,,47,2005,2009,concrete,residential
Summer Palace Tower B,Shenyang,CN,186,,47,2010,2015,composite,hotel
Ege Perla Tower A,Izmir,TR,186,,46,2013,2016,concrete,residential
Kuzu Effect,Ankara,TR,186,,46,2015,2018,concrete,residential / office
Trianon,Frankfurt am Main,DE,186,85000,45,1989,1993,concrete,office
Beijing Yintai Centre  PICC Office Tower,Beijing,CN,186,73500,42,2002,2008,steel,office
Beijing Yintai Centre  Yintai Office Tower,Beijing,CN,186,73500,42,2002,2008,steel,office
China Merchants Tower,Shanghai,CN,186,74642,38,1992,1995,concrete,office
Riverview Plaza A3,Wuhan,CN,186,,35,2013,2016,concrete,office
Arte S Tower 1,Penang,MY,186,,51,2012,2018,concrete,residential
Plaza on Brickell Tower I,Miami,US,185.9,46451,56,2005,2007,concrete,residential
Baccarat Hotel & Residences,New York City,US,185.9,32210,46,2012,2015,concrete,residential / hotel
Millennium Centre,Chicago,US,185.9,,58,2001,2003,concrete,residential
Mokdong Trapalace Tower A,Seoul,KR,185.7,,49,2006,2009,concrete,residential
Credit Lyonnais Building,New York City,US,185.6,162450,46,,1964,steel,office
Daeseong D3City Residential 1,Seoul,KR,185.6,,51,2007,2011,concrete,residential
Daeseong D3City Residential 2,Seoul,KR,185.6,,51,2007,2011,concrete,residential
COFCO Tianjin Joy City Office Tower,Tianjin,CN,185.6,,35,2008,2015,concrete,office
Gold Peak Centre A,Chongqing,CN,185.5,,41,2011,2015,concrete,office / retail
Allianz Tower,Istanbul,TR,185.5,86200,40,2012,2015,concrete,office
Chicago Place,Chicago,US,185.3,,49,,1991,concrete,residential / office
The Praia Block 1,Macau,CN,185,,56,2006,2008,concrete,residential
The Praia Block 2,Macau,CN,185,,56,2006,2008,concrete,residential
The Praia Block 3,Macau,CN,185,,56,2006,2008,concrete,residential
The Praia Block 4,Macau,CN,185,,56,2006,2008,concrete,residential
Allure at the Park,Panama City,PA,185,56084,55,2009,2012,concrete,residential
Manhattan Heights,Hong Kong,CN,185,29787,55,1999,2000,concrete,residential
Noble Ploenchit Tower B,Bangkok,TH,185,,52,2013,2016,concrete,residential
The Tower,Osaka,JP,185,69784,52,2005,2008,precast,residential
Era Tower,Manama,BH,185,,51,2006,2011,concrete,residential
Tianjin Centre West Tower,Tianjin,CN,185,,49,1992,2009,concrete,hotel / office
Bahia Pacifica,Panama City,PA,185,123500,48,,2007,concrete,residential
Nanjing Yilai International Plaza,Nanjing,CN,185,,48,,2004,concrete,office
Clearpoint Residencies,Colombo,LK,185,44528,47,2013,2017,concrete,residential
Saraya Tower 1,Abu Dhabi,AE,185,45619,46,2011,2017,concrete,residential
Torre Reforma Latino,Mexico City,MX,185,,46,2012,2016,composite,office
29 Boulevard Tower 2,Dubai,AE,185,,45,2007,2013,concrete,residential
Excellence Century Plaza Tower 3,Shenzhen,CN,185,,45,2007,2010,composite,office
Museo Parque Central,Bogota,CO,185,,45,,2017,concrete,residential / office
29 Boulevard Tower 1,Dubai,AE,185,,44,2007,2013,concrete,residential
Twin Rivers International Office Tower B,Chengdu,CN,185,,42,2012,2015,composite,office
ADIA Tower,Abu Dhabi,AE,185,73000,40,2001,2006,concrete,office
Mesk Tower,Dubai,AE,185,,40,2001,2003,concrete,residential
Murjan Tower,Dubai,AE,185,,40,2001,2003,concrete,residential
Parnas Tower,Seoul,KR,185,104374,39,2014,2016,concrete,hotel / office
Songdo Posco E&C Center 1,Incheon,KR,185,,39,,2011,steel,office
Songdo Posco E&C Center 2,Incheon,KR,185,,39,,2011,steel,office
One Tower,Ankara,TR,185,190183,38,2013,2016,concrete,residential
Sino Plaza,Hong Kong,CN,185,32564,38,,1992,steel,office
Aurora Plaza Pudong,Shanghai,CN,185,97200,37,2000,2003,composite,office
IPIC Square,Abu Dhabi,AE,185,,37,2009,2013,concrete,office
PUFA Tower,Shanghai,CN,185,71000,36,1998,2000,concrete,office
Tour T1,Courbevoie,FR,185,70000,36,,2008,concrete,office
AIA Central,Hong Kong,CN,185,39014,35,2002,2005,composite,office
Etisalat Tower 2,Dubai,AE,185,67170,33,2004,2007,concrete,office
Vantone Center,Tianjin,CN,185,,,,2016,composite,office
RBC Centre,Toronto,CA,184.9,127300,42,2006,2009,concrete,office
City Centre,Seattle,US,184.8,88078,44,1987,1989,steel,office
KPMG Tower,Los Angeles,US,184.8,107504,45,1981,1984,steel,office
Vattanac Capital,Phnom Penh,KH,184.7,87690,38,2009,2014,concrete,hotel / office
ExxonMobil Building,Houston,US,184.7,,44,,1963,steel,office
Festival City III Tower 1,Hong Kong,CN,184.7,,58,2009,2011,concrete,residential
Festival City III Tower 2,Hong Kong,CN,184.7,,58,2009,2011,concrete,residential
Festival City III Tower 3,Hong Kong,CN,184.7,,58,2009,2011,concrete,residential
Sangbong Premier's AMCO Tower 1,Seoul,KR,184.7,,47,2010,2014,concrete,residential
Capricorn Tower,Dubai,AE,184.5,,46,2001,2003,concrete,residential / office
CASA II,Toronto,CA,184.5,29461,57,2013,2016,concrete,residential / residential
Vinhomes Central Park Residential Tower 12,Ho Chi Minh City,VN,184.5,,52,,2017,concrete,residential / retail
Park Tower at Transbay,San Francisco,US,184.5,76877,43,2015,2018,steel/concrete,office
One International Finance Center,Seoul,KR,184.5,,32,2008,2012,composite,office
One Rincon Hill South Tower,San Francisco,US,184.4,70792,54,2006,2008,concrete,residential
Chicago Board of Trade,Chicago,US,184.4,,44,1929,1930,steel,office
L'Avenue,Montreal,CA,184.4,590300,51,2014,2017,concrete,residential / office
Ying Li International Plaza T2,Chongqing,CN,184.4,,48,2010,2015,concrete,office / retail
The Orion,New York City,US,184.1,58802,60,2004,2006,concrete,residential
Yantai Shimao No. 3,Yantai,CN,184,,56,2008,2011,concrete,residential
U Condominiums  East Tower,Toronto,CA,184,,55,2012,2016,concrete,residential
Centum Star A,Busan,KR,184,,51,2004,2008,concrete,residential
Vinhomes Central Park Residential Tower 9,Ho Chi Minh City,VN,184,,51,,2016,concrete,residential / retail
Nison Plaza,Suzhou,CN,184,,50,2011,2013,composite,office
La Tour CIBC,Montreal,CA,184,54154,45,1959,1962,steel,office
North Point V,Bogota,CO,184,,45,2014,2017,concrete,office
Cosmopolitan Casino Spa Tower,Las Vegas,US,184,,52,2006,2010,concrete/steel,hotel
Cosmopolitan Casino Beach Club Tower,Las Vegas,US,184,,50,2006,2010,concrete/steel,residential
1 Financial Town T2,Chongqing,CN,183.9,95210,34,2012,2015,concrete,office
590 Madison Avenue,New York City,US,183.8,,41,,1983,steel,office
Ocean Pointe,Hong Kong,CN,183.7,49166,53,1998,2001,concrete,residential
ECB  European Central Bank,Frankfurt am Main,DE,183.7,106000,43,2010,2014,composite,office
The Hub,New York City,US,183.6,67772,54,2014,2016,concrete,residential
Gables Republic Tower,Dallas,US,183.5,,36,,1954,steel,office
Cadogan,Hong Kong,CN,183.5,,49,2012,2014,concrete,residential
250 West 55th Street,New York City,US,183.4,79138,40,2008,2013,steel,office
Epic Residences & Hotel,Miami,US,183.2,,54,2005,2009,concrete,residential / hotel
One Paraiso,Miami,US,183.2,,53,2014,2018,concrete,residential
333 South Wabash,Chicago,US,183.2,120773,44,1970,1972,steel,office
U.S. Bank Center,Milwaukee,US,183.2,130063,42,,1973,steel,office
BNY Mellon Center at One Boston Place,Boston,US,183.2,76645,41,,1970,steel,office
One Prudential Plaza,Chicago,US,183.2,163787,41,1952,1955,steel,office
Eleven Times Square,New York City,US,183.1,90412,40,2007,2011,composite,office
8 Forbestown Road,Taguig City,PH,183,63963,51,2011,2014,concrete,residential
MIDTOWN TelAviv Residential Tower,Tel Aviv,IL,183,42000,50,,2018,concrete,residential
Vision City Tower 6,Hong Kong,CN,183,,50,,2007,concrete,residential
Wuxi Suning Plaza 2,Wuxi,CN,183,,50,2010,2014,concrete,residential
101 California Street,San Francisco,US,183,116128,48,1979,1982,steel,office
50 Fremont Center,San Francisco,US,183,,43,1983,1985,steel,office
Tsingdao Center Tower C,Qingdao,CN,183,,43,2009,2014,composite,residential
Marina Terrace,Dubai,AE,183,46450,38,2003,2006,concrete,residential
Tour Granite,Nanterre,FR,183,67740,36,2005,2008,concrete,office
Century Tower,Sydney,AU,183,,50,,1997,concrete,residential
One San Miguel Avenue,Pasig,PH,182.9,,54,1997,2001,concrete,office
1166 Avenue of the Americas,New York City,US,182.9,145013,44,,1974,steel,office
Tower 42,London,GB,182.9,30100,43,1971,1980,composite,office
Aria Resort & Casino,Las Vegas,US,182.9,,60,2006,2009,concrete,hotel / casino
One International Place,Boston,US,182.9,95225,46,,1987,steel,office
TD North Tower,Toronto,CA,182.9,90654,46,1964,1969,steel,office
1500 Louisiana Street,Houston,US,182.9,,40,1999,2002,steel,office
Heller International Tower,Chicago,US,182.9,147436,45,1990,1992,concrete,office
Owl Tower,Tokyo,JP,182.8,79289,52,2007,2011,concrete,residential
Reflection Jomtien Beach Oceanview Tower 2,Pattaya,TH,182.8,29735,44,2010,2013,concrete,residential
Banyan Garden 5,Hong Kong,CN,182.7,,54,2001,2003,concrete,residential
Centennial Place I,Calgary,CA,182.6,106192,40,2006,2010,concrete,office
SLS Brickell,Miami,US,182.6,,52,2014,2016,concrete,residential / hotel
Post and Communications Network Center,Tianjin,CN,182.6,56363,26,,1997,concrete,office
Shibuya Hikarie,Tokyo,JP,182.5,144546,34,2009,2012,steel,office / exhibition / retail
Mokdong Trapalace Tower C,Seoul,KR,182.5,,48,2006,2009,concrete,residential
Madison Plaza,Chicago,US,182.5,96228,44,1981,1982,steel,office
UNICenter Tower 5,Shenzhen,CN,182.3,,53,,2017,concrete,residential
Tour Geneve,Joao Pessoa,BR,182.3,,51,2012,2018,concrete,residential
Republic Center Tower II,Dallas,US,182.3,,50,,1964,steel,office
Hawthorn Park,New York City,US,182.3,42850,54,2012,2014,concrete,residential
Eagle Lofts,New York City,US,182.2,,55,2016,2018,concrete,residential
Russell Investments Center,Seattle,US,182.2,87328,42,2004,2006,steel,office
Tokyo Nihonbashi Tower,Tokyo,JP,182.2,136181,35,2012,2015,steel,office
Destiny Panama Bay,Panama City,PA,182,,51,,2008,concrete,residential
Planet Hollywood Towers,Las Vegas,US,182,,50,2007,2009,concrete,residential / hotel
80 Collins Street,Melbourne,AU,182,50600,49,,1977,concrete,office
Ulsan Doosan We've The Zenith Tower A,Ulsan,KR,182,,48,2008,2010,concrete,residential
Ulsan Doosan We've The Zenith Tower B,Ulsan,KR,182,,48,2008,2010,concrete,residential
Branksome Crest,Hong Kong,CN,182,,47,2004,2003,concrete,residential
Executive Tower H,Dubai,AE,182,,45,2005,2009,concrete,residential
Urmi Estate,Mumbai,IN,182,42523,45,2010,2014,concrete,office
Shindorim Techno Mart,Seoul,KR,182,,40,2005,2008,steel,office
Three Pacific Place,Hong Kong,CN,182,59860,40,2001,2004,concrete,office
Suning Ruicheng Phase 1 E07 #1,Nanjing,CN,182,78869,39,2011,2015,concrete,hotel / office
Lujiazui Financial Plaza 1,Tianjin,CN,182,,38,2013,2016,composite,office
Lujiazui Financial Plaza 2,Tianjin,CN,182,,38,2013,2016,composite,office
Seoul Trimage Tower III,Seoul,KR,182,,36,2014,2017,concrete,residential
Seoul Trimage Tower IV,Seoul,KR,182,,36,2014,2017,concrete,residential
Suning Ruicheng Phase 1 E08 #1,Nanjing,CN,182,41003,29,2011,2015,concrete,office
Hearst Tower,New York City,US,182,79524,46,2003,2006,steel,office
Torre Latinoamerica,Mexico City,MX,182,32000,45,1948,1956,steel,office
Tiffany Tower,Dubai,AE,181.9,49000,45,2006,2009,concrete,office
UNICenter Tower 6,Shenzhen,CN,181.8,,50,,2017,concrete,residential
Flame Tower 1,Baku,AZ,181.8,,39,2007,2013,steel/concrete,residential
R&F RitzCarlton Hotel,Guangzhou,CN,181.5,,39,,2007,concrete,hotel
SLS Lux Brickell,Miami,US,181.4,,57,2014,2018,concrete,residential
Sathorn Square Office Tower,Bangkok,TH,181.4,,41,2007,2011,concrete,office
The Grant,Chicago,US,181.3,85868,54,2008,2010,concrete,residential
2 Financial Town T2,Chongqing,CN,181.3,,37,2010,2014,concrete,office
Maple Leaf Square North Tower,Toronto,CA,181.3,,54,2007,2010,concrete,residential / hotel
The Pavilia Bay Tower 1,Hong Kong,CN,181.2,,51,2015,2018,concrete,residential
UNICenter Tower 1,Shenzhen,CN,181.2,,50,,2017,concrete,residential
UNICenter Tower 3,Shenzhen,CN,181.2,,50,,2017,concrete,residential
Andromeda Gold,Istanbul,TR,181,,52,2010,2013,concrete,residential
Planet Godrej,Mumbai,IN,181,,51,2006,2009,concrete,residential
ASHTON Silom,Bangkok,TH,181,,48,2016,2019,concrete,residential
Ciro's Plaza,Shanghai,CN,181,99135,39,1997,2002,concrete,office
Liberte 1,Hong Kong,CN,180.9,,51,,2003,concrete,residential
Liberte 2,Hong Kong,CN,180.9,,51,,2003,concrete,residential
Liberte 3,Hong Kong,CN,180.9,,51,,2003,concrete,residential
Apa Hotel & Resort Tokyo Bay,Chiba,JP,180.8,67328,49,1988,1993,composite,hotel
Eton Shenyang Center #4,Shenyang,CN,180.8,,53,2010,2016,composite,residential
One Metropolitan Square,St. Louis,US,180.8,88558,42,,1988,composite,office
The Tower One St George Wharf,London,GB,180.6,30342,52,2010,2014,composite,residential
Torre Sevilla,Sevilla,ES,180.5,,40,2009,2016,concrete,hotel / office
Chicony Electronics Headquarters,New Taipei City,TW,180.5,48000,39,2012,2015,steel,office
Celanese Building,New York City,US,180.4,172327,45,,1973,steel,office
Sky Gate,Beirut,LB,180.4,53000,42,2010,2016,concrete,residential
Huayuan Center Tower 5,Changsha,CN,180.3,,43,2012,2016,concrete,residential
The Finance Centre,Taguig City,PH,180.2,119623,43,2015,2018,concrete,office
Liberte 5,Hong Kong,CN,180.2,,52,,2003,concrete,residential
Liberte 6,Hong Kong,CN,180.2,,52,,2003,concrete,residential
8 Corporate Avenue,Chongqing,CN,180.2,142900,37,2011,2014,concrete,office
Cheongna Posco The Lake Park 2802,Incheon,KR,180,,55,2010,2013,concrete,residential
Cheongna Posco The Lake Park 2803,Incheon,KR,180,,55,2010,2013,concrete,residential
Cheongna Posco The Lake Park 2804,Incheon,KR,180,,55,2010,2013,concrete,residential
Pattaya Park Beach Hotel,Pattaya,TH,180,,55,,1995,concrete,hotel
Costa del Este Country Club 1,Panama City,PA,180,,54,2009,2013,concrete,residential
Omkar Alta Monte Tower A,Mumbai,IN,180,,53,2011,2016,concrete,residential
Park City Toyosu Building A,Tokyo,JP,180,,52,,2008,concrete,residential
Proud Tower Shinonome Canal Court,Tokyo,JP,180,78341,52,2010,2012,concrete,residential
Sky Residences,Panama City,PA,180,,51,2007,2009,concrete,residential
The Merton 3,Hong Kong,CN,180,,51,1998,2005,concrete,residential
Bay Central 2,Dubai,AE,180,,50,2009,2012,concrete,residential
Gold Pearl Tower,Manama,BH,180,,50,2005,2008,concrete,residential
Mazaya Business Avenue 1,Dubai,AE,180,,50,2006,2011,concrete,office
Mazaya Business Avenue 2,Dubai,AE,180,,50,2006,2011,concrete,office
Mazaya Business Avenue 3,Dubai,AE,180,,50,2006,2011,concrete,office
Silver Pearl Tower,Manama,BH,180,,50,2005,2008,concrete,residential
Vinhomes Central Park Residential Tower 13,Ho Chi Minh City,VN,180,,50,,2017,concrete,residential / retail
Whizdom Essence,Bangkok,TH,180,,50,,2019,concrete,residential
West Bay 44,Doha,QA,180,,49,,2009,concrete,residential
Asian Packaging Center Mansion East Tower,Hangzhou,CN,180,,47,,2013,concrete,office
Green View Apartments R5,Shenzhen,CN,180,,47,,2016,concrete,residential
Al Dana Tower,Sharjah,AE,180,,46,2005,2007,concrete,residential
Shang Grand Tower,Makati,PH,180,,46,2003,2006,concrete,residential
Chongqing 101 Mansion T2,Chongqing,CN,180,96000,45,2015,2019,concrete,serviced apartments / retail
Greenview Hongshuwan Yihao Tower A,Shenzhen,CN,180,,45,2014,2018,concrete,residential / hotel / office
Grosvenor Place,Sydney,AU,180,90000,45,1984,1988,composite,office
Varyap Meridian C Block,Istanbul,TR,180,,45,2009,2013,concrete,residential
NEC Supertower,Tokyo,JP,180,145161,44,,1990,steel,office
Supertech Nova East,Noida,IN,180,,44,,2018,concrete,residential
Supertech Nova West,Noida,IN,180,,44,,2018,concrete,residential
LKG Tower,Makati,PH,180,66810,43,,1998,concrete,office
Palladium Tower,Istanbul,TR,180,,43,2012,2014,concrete,office
Pudong ShangriLa Hotel Extension,Shanghai,CN,180,,43,2002,2005,concrete,residential / hotel
Asian Packaging Center Mansion West Tower,Hangzhou,CN,180,,42,,2013,concrete,office
Northern Lights 1,Astana,KZ,180,,42,,2008,concrete,residential
Citigroup Tower,Shanghai,CN,180,118911,41,2001,2004,composite,office
Poly Tower V,Guangzhou,CN,180,,40,,2011,composite,office
Sunshine Tower,Mumbai,IN,180,,40,2009,2011,composite,office
The Bund Finance Center North,Shanghai,CN,180,95000,40,2012,2016,concrete,office
The Bund Finance Center South,Shanghai,CN,180,95000,40,2012,2016,concrete,office
Tipco Tower,Bangkok,TH,180,64000,40,1994,1996,concrete,office
Torres Cuarzo Office Tower,Mexico City,MX,180,48354,40,2014,2017,composite,office
Yuexiu City Plaza South Tower,Guangzhou,CN,180,,39,,2006,concrete,residential
Fengxian SME Building,Shanghai,CN,180,,38,2011,2016,concrete,office
Sendai Trust Tower,Sendai Miyagi,JP,180,125296,37,2007,2010,composite,hotel / office
Shibuya Stream,Tokyo,JP,180,,37,2015,2018,steel,office / hotel
Centro de Gobierno Plaza Civica,Monterrey,MX,180,,36,2007,2010,composite,government
Fairmont Austin,Austin,US,180,38579,36,2015,2018,concrete,hotel
Tokyo Garden Terrace Kioicho  Kioi Tower,Tokyo,JP,180,110000,36,2013,2016,steel,office / retail
Alphaland Tower,Makati,PH,180,,35,2011,2013,concrete,office
Bank of Pansin Tower 1,Banciao City,TW,180,,34,,2010,concrete,office
Jin Wan Plaza 3,Tianjin,CN,180,,33,2010,2013,concrete,office
Pacific Place Apartments 1,Jakarta,ID,180,,32,2005,2007,concrete,residential / retail
Pacific Place Apartments 2,Jakarta,ID,180,,32,2005,2007,concrete,residential
Shanghai Securities Exchange Building,Shanghai,CN,180,11691,26,1993,1997,composite,office
Skyland Hotel Tower,Istanbul,TR,180,,,2013,2018,concrete,hotel
Wanxiang City Tower 4,Hangzhou,CN,180,,,2012,2014,concrete,residential
Chengdu Renheng Fraser Suites,Chengdu,CN,179.9,,40,2007,2010,concrete,office
1000 Lake Shore Plaza,Chicago,US,179.8,,55,,1964,concrete,residential
388 Bridge Street,New York City,US,179.8,42915,51,2012,2014,concrete,residential
One Financial Center,Boston,US,179.8,111483,46,,1984,steel,office
Thurgood Marshall U.S. Court House,New York City,US,179.8,,37,1932,1936,steel,office
Banyan Garden 3,Hong Kong,CN,179.8,,53,2001,2003,concrete,residential
Yeonsu Daewoo Prugio Park View Tower A,Incheon,KR,179.8,,43,2008,2011,concrete,residential
30 St Mary Axe,London,GB,179.8,64470,40,2000,2004,steel,office
Powerlong Center Tower 2,Tianjin,CN,179.7,,43,2011,2017,composite,residential
People's Daily New Headquarters,Beijing,CN,179.7,88856,33,2010,2015,concrete,office
CASA III,Toronto,CA,179.6,38454,55,2015,2018,concrete,residential / office / retail
Sundale Apartments,Gold Coast,AU,179.6,,55,2014,2016,concrete,residential
The Clare,Chicago,US,179.5,69677,53,2006,2009,concrete,residential
The Riverside 1,Guangzhou,CN,179.4,,50,2004,2009,concrete,residential
The Riverside 2,Guangzhou,CN,179.4,,50,2004,2009,concrete,residential
DUO Tower,Singapore,SG,179.4,99950,39,2013,2018,concrete,hotel / office
Grand Front Osaka Tower A,Osaka,JP,179.4,,39,,2013,steel,office / retail
Sky House,New York City,US,179.3,,54,2005,2008,concrete,residential
Sumitomo Fudosan Mita Twin Building West,Tokyo,JP,179.3,98503,43,2003,2006,composite,hotel / office
Botanica Tower,Dubai,AE,179.3,,42,2009,2012,concrete,residential
Akasaka Biz Tower,Tokyo,JP,179.3,218853,39,2005,2008,steel,office
The Millenium Hilton,New York City,US,179.2,46500,58,1988,1992,concrete,hotel
One Wells Fargo Center,Charlotte,US,179.2,90341,42,1986,1988,steel,office
Marina City I,Chicago,US,179.2,,61,1960,1964,concrete,residential
Marina City II,Chicago,US,179.2,,61,1960,1964,concrete,residential
Metropolitan Heights Tower 2,Tianjin,CN,179,,53,2008,2013,concrete,residential
Pacific Plaza Tower 1,Taguig City,PH,179,,52,,1999,concrete,residential
Pacific Plaza Tower 2,Taguig City,PH,179,,52,,1999,concrete,residential
Hilton Istanbul Bomonti Hotel & Conference Center,Istanbul,TR,179,,48,2010,2013,concrete,hotel
Tour Total Coupole,Courbevoie,FR,179,130000,48,1982,1985,concrete,office
Pacific Village 1,Panama City,PA,179,,47,2005,2009,concrete,residential
Pacific Village 2,Panama City,PA,179,,47,2005,2009,concrete,residential
Public Mutual Tower,Kuala Lumpur,MY,179,,42,2011,2016,concrete,office
Al Seef Tower II,Dubai,AE,179,,40,2005,2008,concrete,residential
Marunouchi Building,Tokyo,JP,179,159861,37,,2002,steel,office
Otemachi Place West Tower,Tokyo,JP,179,199000,35,2015,2018,steel,office
